Country,Year,GDP,GDP_r,GDPPOT,Deflator,pi,GDP_alt,Deflator_alt
Netherlands,1960,23.032,153.5681,NA,14.99790646625178,NA,NA,14.7089715999198
Netherlands,1961,24.317,158.2719,NA,15.36406652096803,0.024120817693943586,NA,15.4835044761617
Netherlands,1962,26.178,164.5625,NA,15.90763387770604,0.034767671962132596,NA,15.6004175372238
Netherlands,1963,28.401,170.5273,NA,16.654811282416365,0.04590002849364705,NA,16.3337898936773
Netherlands,1964,33.419,184.6387,NA,18.09967249552775,0.08319470334360313,NA,17.7508763912689
Netherlands,1965,37.324,194.3297,191.7456,19.206534050122034,0.05935669231186447,NA,18.8365719713949
Netherlands,1966,40.642,199.6569,202.5871,20.355920581758006,0.058121271002764985,NA,19.9634644661846
Netherlands,1967,44.588,210.198,213.9166,21.21238070771368,0.041213199612772033,NA,20.8033747786373
Netherlands,1968,49.44,223.686,225.1573,22.102411416002788,0.04110170955176207,NA,21.6764395279833
Netherlands,1969,55.993,238.0666,236.3433,23.51988897224558,0.062159686033989914,NA,23.0664185531945
Netherlands,1970,62.785,252.6844,248.2661,24.847200697787436,0.054898695769522554,NA,24.4890778528898
Netherlands,1971,71.253,263.5927,259.9282,27.03147697185848,0.08425690252267204,NA,26.4736232965866
Netherlands,1972,79.792,272.9077,270.401,29.237723963083493,0.07845779126838526,NA,28.9531648532031
Netherlands,1973,91.272,287.7655,280.605,31.717492194165047,0.08140854091552363,NA,31.5613401978732
Netherlands,1974,106.585,297.6609,289.8102,35.80752460266027,0.12128972282525474,NA,34.4512229797873
Netherlands,1975,115.216,297.6669,297.7907,38.70635263779748,0.07784568165908734,NA,37.9657845681922
Netherlands,1976,131.173,310.9319,305.9464,42.18705124819937,0.0861095940845158,NA,41.3663200534419
Netherlands,1977,141.667,318.7687,313.577,44.441941759024644,0.052070326267870115,NA,44.7272419206701
Netherlands,1978,153.248,327.3635,320.8468,46.8127937292948,0.05197287808450435,NA,47.097846467195
Netherlands,1979,163.794,333.9572,327.9672,49.046404748872014,0.0466103497976853,NA,49.0289801159615
Netherlands,1980,176.325,338.4386,335.1605,52.09955365611369,0.060389496014950694,NA,51.7254998479668
Netherlands,1981,186.123,335.7866,340.0965,55.428953984465124,0.061945710664263576,NA,54.5186119967915
Netherlands,1982,192.312,331.6203,343.2391,57.99162475879794,0.04519650708352252,NA,57.4628449254261
Netherlands,1983,199.02,338.4847,348.5146,58.797340027481305,0.01379801684420734,NA,58.669333115091
Netherlands,1984,209.845,348.848,352.8769,60.15370591203045,0.02280643544191374,NA,59.4906591326953
Netherlands,1985,217.123,357.8489,358.9441,60.674491384492164,0.008620317261509136,NA,60.5616505198644
Netherlands,1986,223.647,367.822,366.5346,60.80305147598567,0.0021166075055898403,NA,60.6220605759852
Netherlands,1987,225.578,374.9256,374.9372,60.16607028167722,-0.01053139962266414,NA,60.1977350283274
Netherlands,1988,235.253,387.8276,385.0308,60.65916917723235,0.008162228940947536,NA,60.9627957342509
Netherlands,1989,248.963,404.97,396.3699,61.47689952342148,0.013390680964449508,NA,61.7841783550455
Netherlands,1990,263.424,421.9109,408.5919,62.43593137792836,0.015479446271754682,NA,62.7482944429432
Netherlands,1991,278.26,432.2018,421.655,64.38196231482608,0.03069257258220226,NA,64.7037168708787
Netherlands,1992,290.071,439.5755,435.289,65.98889155560309,0.02465291249799595,NA,66.3182006381226
Netherlands,1993,298.411,445.1034,448.9166,67.0430735869463,0.01584888408638019,NA,67.3786990926768
Netherlands,1994,313.585,458.2833,463.114,68.42601508717424,0.020417787666768383,NA,68.7692668797124
Netherlands,1995,330.032,472.5636,478.266,69.83864182514269,0.020434374543817135,329.547,70.1885763663302
Netherlands,1996,345.3,488.728,494.6264,70.65279664762403,0.011590228491168197,344.625,70.9218534989304
Netherlands,1997,369.66,509.4915,511.9825,72.55469423925621,0.026562987856288522,369.046,72.7972286153399
Netherlands,1998,394.839,533.1716,530.4579,74.0547696088839,0.0204642685513452,394.295,74.3087427676572
Netherlands,1999,420.143,560.0611,549.5891,75.0173507854768,0.012914481293889502,419.459,75.263599126128
Netherlands,2000,452.191,583.6943,567.9816,77.47051838607983,0.03217802547748683,452.007,77.835145069394
Netherlands,2001,482.941,597.2569,585.6305,80.8598443986164,0.04281988381573143,481.881,81.091644826155
Netherlands,2002,502.901,598.7249,600.1499,83.99533742458347,0.03804395057252119,501.137,84.1496092429359
Netherlands,2003,514.901,599.3106,612.6623,85.91555030062875,0.02260355010085746,512.81,85.9744101070721
Netherlands,2004,531.573,611.3946,623.9118,86.94434003833203,0.011903303686880307,529.286,87.0112141263755
Netherlands,2005,553.122,623.8301,633.8128,88.66548760632101,0.019602578111810764,550.883,88.7451418903915
Netherlands,2006,587.444,645.8973,645.4547,90.95006280410213,0.025439873146172687,584.546,91.0173360568283
Netherlands,2007,622.775,670.9924,658.3556,92.81401696949176,0.020287077817609855,619.17,92.9041384864716
Netherlands,2008,651.299,685.1961,669.9862,95.05293448109234,0.02383626816768558,647.198,95.0453568102238
Netherlands,2009,630.173,660.0817,677.4109,95.46893967822469,0.0043670141299791965,624.842,95.2554425009594
Netherlands,2010,643.022,668.7903,682.2518,96.14702844822959,0.00707761056902978,639.187,96.1529092790466
Netherlands,2011,656.013,680.6502,687.9181,96.38034338342955,0.002423707831202826,650.359,96.3405591839053
Netherlands,2012,658.232,673.9943,691.5743,97.66136004414281,0.013203710840012484,652.966,97.7345563426609
Netherlands,2013,665.567,673.7905,694.8039,98.77951677858326,0.011384278351427746,660.463,98.9823918593575
Netherlands,2014,678.627,684.6562,699.3926,99.11938283769284,0.003434747680750583,671.56,99.2323273902402
Netherlands,2015,699.175,699.175,709.8845,100,0.008845175102117686,690.008,100
Netherlands,2016,720.175,716.125,719.8859,100.56554372490837,0.005639505303697945,708.337,100.454667288773
Netherlands,2017,750.861,736.0444,732.2884,102.013003563372,0.014290599782253999,738.146,101.721020306912
Netherlands,2018,787.273,752.6697,745.8119,104.5974083983984,0.025018483943898495,773.987,104.200254790686
Netherlands,2019,829.767,769.9818,761.5299,107.764495212744,0.029829471254429585,813.055,107.360259512728
Netherlands,2020,816.463,740.1992,775.5649,110.30314542355626,0.023284196566487836,796.53,109.429114114951
Netherlands,2021,891.55,786.6603,790.7601,113.33354435199031,0.027102748030830348,870.587,112.62901032893
Netherlands,2022,993.82,826.0502,807.2752,120.3098794722161,0.05973555236505135,958.549,118.866200900385
Netherlands,2023,1067.599,826.6661,825.2773,129.14512884948348,0.07086605859606365,NA,NA
Netherlands,2024,1130.755,833.6212,841.2346,135.64374322534024,0.049095111811849,NA,NA
Netherlands,2025,1182.77,846.5533,855.3348,139.7159517303872,0.029579531716378504,NA,NA
Netherlands,2026,1228.047,858.9572,868.4036,142.96952164787723,0.023020026854783104,NA,NA
