Country,Year,0,0-4,0-14,0-19,0-24,1-4,5-14,15+,15-24,15-49,15-59,15-64,20+,20-64,20-69,25+,25-69,40+,50+,60+,65+,70+,80+,90+,100+
Germany,2001,3.112,3.919,5.013,6.997,9.695,0.808,1.094,826.79,4.682,47.743,103.098,161.876,824.806,159.892,230.326,822.108,227.628,807.599,779.047,723.692,664.914,594.48,374.29,121.405,3.103
Germany,2002,3.014,3.745,4.722,6.699,9.383,0.73,0.977,840.358,4.661,47.332,101.897,159.587,838.381,157.61,230.28,835.697,227.596,822.039,793.026,738.461,680.771,608.101,389.115,129.558,3.461
Germany,2003,2.983,3.67,4.738,6.58,9.142,0.687,1.068,853.431,4.404,46.555,100.879,156.409,851.589,154.567,230.442,849.027,227.88,835.745,806.876,752.552,697.022,621.147,401.257,137.564,3.762
Germany,2004,2.946,3.58,4.426,6.157,8.564,0.634,0.846,818.858,4.138,44.241,96.789,148.501,817.127,146.77,222.458,814.72,220.051,802.692,774.617,722.069,670.357,594.669,383.597,134.44,3.935
Germany,2005,2.685,3.301,4.245,5.784,7.98,0.616,0.944,830.284,3.735,42.72,96.55,144.325,828.745,142.786,219.027,826.549,216.831,815.354,787.564,733.734,685.959,609.718,396.87,138.588,4.197
Germany,2006,2.629,3.171,3.964,5.482,7.574,0.542,0.793,821.878,3.61,41.055,95.658,138.124,820.36,136.606,211.242,818.268,209.15,807.917,780.823,726.22,683.754,609.118,398.021,131.032,4.48
Germany,2007,2.657,3.206,3.953,5.37,7.41,0.549,0.747,828.333,3.457,39.754,95.431,135.728,826.916,134.311,208.547,824.876,206.507,815.038,788.579,732.902,692.605,618.369,406.719,124.971,4.915
Germany,2008,2.371,2.907,3.643,4.969,6.891,0.537,0.736,846.423,3.248,38.685,94.988,135.219,845.097,133.893,205.591,843.175,203.669,833.805,807.738,751.435,711.204,639.506,425.201,121.498,5.452
Germany,2009,2.303,2.832,3.565,4.812,6.706,0.531,0.733,857.143,3.141,37.779,94.93,134.202,855.896,132.955,202.043,854.002,200.149,844.919,819.364,762.213,722.941,653.853,438.302,117.353,5.83
Germany,2010,2.366,2.861,3.543,4.692,6.598,0.494,0.682,858.33,3.055,36.305,93.275,133.856,857.181,132.707,195.793,855.275,193.887,846.445,822.025,765.055,724.474,661.388,443.716,123.818,6.137
Germany,2011,2.411,2.898,3.605,4.653,6.631,0.487,0.707,851.641,3.026,34.488,91.505,134.373,850.593,133.325,190.176,848.615,188.198,840.374,817.153,760.136,717.268,660.417,444.133,130.556,6.333
Germany,2012,2.245,2.68,3.3,4.328,6.075,0.435,0.62,869.107,2.775,32.719,89.218,133.578,868.079,132.55,186.112,866.332,184.365,858.537,836.388,779.889,735.529,681.967,462.046,143.133,6.777
Germany,2013,2.246,2.681,3.298,4.282,5.813,0.436,0.617,896.524,2.515,31.961,90.332,136.499,895.54,135.515,190.258,894.009,188.727,885.994,864.563,806.192,760.025,705.282,477.273,152.862,7.195
Germany,2014,2.305,2.71,3.273,4.2,5.696,0.405,0.563,873.051,2.423,30.184,87.615,133.578,872.124,132.651,184.988,870.628,183.492,862.797,842.867,785.436,739.473,687.136,464.684,154.048,7.382
Germany,2015,2.401,2.858,3.426,4.391,5.89,0.456,0.568,928.194,2.464,30.363,89.628,137.494,927.229,136.529,193.589,925.73,192.09,917.342,897.831,838.566,790.7,733.64,505.159,169.73,7.311
Germany,2016,2.753,3.212,3.859,4.834,6.271,0.458,0.647,912.9,2.412,29.488,88.706,136.289,911.925,135.314,196.094,910.488,194.657,902.142,883.412,824.194,776.611,715.831,497.505,167.549,6.291
Germany,2017,2.54,2.982,3.551,4.455,5.862,0.443,0.569,934.953,2.311,27.784,85.911,133.77,934.049,132.866,195.95,932.642,194.543,924.342,907.169,849.042,801.183,738.099,522.566,180.321,5.739
Germany,2018,2.502,2.995,3.605,4.547,5.966,0.492,0.61,957.879,2.361,27.391,86.65,136.458,956.937,135.516,201.287,955.518,199.868,947.203,930.488,871.229,821.421,755.65,541.841,188.452,5.363
Germany,2019,2.489,2.955,3.562,4.437,5.782,0.467,0.607,943.079,2.22,26.23,83.395,132.57,942.204,131.695,197.396,940.859,196.051,932.561,916.849,859.684,810.509,744.808,540.707,188.096,5.501
Germany,2020,2.376,2.783,3.309,4.114,5.507,0.407,0.526,987.539,2.198,26.18,83.717,134.878,986.734,134.073,201.804,985.341,200.411,976.984,961.359,903.822,852.661,784.93,581.699,199.298,6.486
Germany,2021,2.401,2.827,3.406,4.294,5.652,0.425,0.579,953.585,2.246,26.952,86.58,141.618,952.697,140.73,212.984,951.339,211.626,942.833,926.633,867.005,811.967,739.713,533.193,161.568,5.968
Germany,2022,2.31,2.938,3.675,4.494,5.753,0.628,0.737,1079.085,2.078,26.845,86.8,144.81,1078.266,143.991,216.493,1077.007,215.234,1068.071,1052.24,992.285,934.275,861.773,662.232,226.575,10.244
Germany,2023,2.144,2.563,3.143,3.858,4.944,0.418,0.58,1030.996,1.801,24.044,78.932,134.575,1030.281,133.86,202.944,1029.195,201.858,1021.312,1006.952,952.064,896.421,827.337,638.674,217.585,9.776
Netherlands,1950,5.733,7.68,8.634,9.192,9.974,1.947,0.954,67.199,1.34,7.902,15.347,21.216,66.641,20.658,28.785,65.859,28.003,63.06,59.297,51.852,45.983,37.856,16.211,1.798,0.021
Netherlands,1951,5.8,7.702,8.776,9.262,9.999,1.902,1.074,68.704,1.223,7.956,15.551,21.405,68.218,20.919,29.091,67.481,28.354,64.64,60.748,53.153,47.299,39.127,16.975,1.929,0.021
Netherlands,1952,5.379,7.023,8.058,8.504,9.134,1.645,1.035,68.293,1.076,7.465,15.182,21.057,67.847,20.611,28.747,67.217,28.117,64.562,60.828,53.111,47.236,39.1,16.985,1.992,0.022
Netherlands,1953,5.112,6.839,8.202,8.778,9.471,1.727,1.363,72.642,1.269,8.019,16.115,22.26,72.066,21.684,30.087,71.373,29.394,68.596,64.623,56.527,50.382,41.979,18.33,2.219,0.025
Netherlands,1954,4.936,6.348,7.328,7.748,8.284,1.412,0.98,72.246,0.956,7.167,15.386,21.673,71.826,21.253,29.775,71.29,29.239,68.807,65.079,56.86,50.573,42.051,18.831,2.227,0.024
Netherlands,1955,4.776,6.069,7.104,7.55,8.123,1.293,1.035,74.508,1.019,7.177,15.243,21.624,74.062,21.178,29.742,73.489,29.169,71.121,67.331,59.265,52.884,44.32,20.133,2.574,0.029
Netherlands,1956,4.476,5.738,6.734,7.172,7.743,1.262,0.996,78.041,1.009,7.053,15.208,22.004,77.603,21.566,30.338,77.032,29.767,74.687,70.988,62.833,56.037,47.265,21.914,2.85,0.03
Netherlands,1957,4.165,5.445,6.507,7.004,7.6,1.279,1.062,76.39,1.093,7.156,15.241,21.885,75.893,21.388,30.161,75.297,29.565,72.953,69.234,61.149,54.505,45.732,21.085,2.816,0.03
Netherlands,1958,4.213,5.489,6.425,6.921,7.486,1.275,0.936,77.908,1.061,6.933,15.169,21.943,77.412,21.447,30.223,76.847,29.658,74.581,70.975,62.739,55.965,47.189,22.216,2.911,0.031
Netherlands,1959,4.185,5.568,6.675,7.197,7.743,1.383,1.107,79.234,1.068,7.082,15.53,22.453,78.712,21.931,30.869,78.166,30.323,75.761,72.152,63.704,56.781,47.843,22.725,3.07,0.034
Netherlands,1960,4.045,5.252,6.192,6.658,7.246,1.207,0.94,81.498,1.054,6.911,15.699,22.67,81.032,22.204,31.479,80.444,30.891,78.19,74.587,65.799,58.828,49.553,23.939,3.259,0.038
Netherlands,1961,4.117,5.18,6.141,6.658,7.237,1.063,0.961,82.108,1.096,7.034,15.847,22.973,81.591,22.456,32.075,81.012,31.496,78.772,75.074,66.261,59.135,49.516,23.863,3.25,0.04
Netherlands,1962,4.029,5.17,6.122,6.689,7.285,1.142,0.952,87.671,1.163,7.282,16.407,24.05,87.104,23.483,33.665,86.508,33.069,84.107,80.389,71.264,63.621,53.439,26.429,3.712,0.047
Netherlands,1963,3.814,4.865,5.834,6.413,6.993,1.051,0.969,89.784,1.159,7.293,16.471,24.145,89.205,23.566,34.179,88.625,33.599,86.338,82.491,73.313,65.639,55.026,26.96,3.81,0.049
Netherlands,1964,3.601,4.657,5.665,6.343,6.97,1.055,1.008,87.681,1.305,7.494,16.76,24.702,87.003,24.024,34.584,86.376,33.957,84.079,80.187,70.921,62.979,52.419,25.117,3.616,0.048
Netherlands,1965,3.414,4.399,5.32,6.012,6.703,0.985,0.921,92.602,1.383,7.595,17.203,25.36,91.91,24.668,35.523,91.219,34.832,88.946,85.007,75.399,67.242,56.387,27.514,4.133,0.057
Netherlands,1966,3.389,4.413,5.382,6.157,6.858,1.025,0.969,95.042,1.476,7.78,17.543,25.859,94.267,25.084,35.964,93.566,35.263,91.261,87.262,77.499,69.183,58.303,28.818,4.488,0.062
Netherlands,1967,3.097,4.068,5.059,5.823,6.595,0.971,0.991,94.711,1.536,8.033,17.623,26.128,93.947,25.364,36.433,93.175,35.661,90.782,86.678,77.088,68.583,57.514,28.079,4.472,0.062
Netherlands,1968,3.108,4.051,5.02,5.785,6.597,0.944,0.969,99.933,1.577,8.207,17.885,26.43,99.168,25.665,37.1,98.356,36.288,95.946,91.726,82.048,73.503,62.068,31.295,5.134,0.074
Netherlands,1969,3.213,4.165,5.104,5.847,6.699,0.951,0.939,102.532,1.595,8.36,18.197,27.227,101.789,26.484,38.441,100.937,37.589,98.528,94.172,84.335,75.305,63.348,31.601,5.315,0.081
Netherlands,1970,2.884,3.769,4.739,5.555,6.495,0.887,0.97,104.792,1.756,8.482,18.62,27.782,103.976,26.966,39.231,103.036,38.291,100.625,96.31,86.172,77.01,64.745,32.458,5.43,0.085
Netherlands,1971,2.617,3.493,4.409,5.216,6.065,0.876,0.916,105.674,1.656,8.339,18.381,27.231,104.867,26.424,38.682,104.018,37.833,101.613,97.335,87.293,78.443,66.185,33.527,5.718,0.091
Netherlands,1972,2.376,3.192,4.129,4.969,5.826,0.816,0.937,109.314,1.697,8.626,18.811,27.82,108.474,26.98,39.444,107.617,38.587,105.067,100.688,90.503,81.494,69.03,34.999,6.061,0.099
Netherlands,1973,2.112,2.869,3.743,4.552,5.456,0.758,0.874,106.842,1.713,8.64,18.523,27.197,106.033,26.388,38.688,105.129,37.784,102.52,98.202,88.319,79.645,67.345,34.504,6.241,0.109
Netherlands,1974,2.014,2.718,3.526,4.365,5.139,0.705,0.808,105.687,1.613,8.164,17.916,26.422,104.848,25.583,37.952,104.074,37.178,101.685,97.523,87.771,79.265,66.896,34.291,6.308,0.119
Netherlands,1975,1.782,2.416,3.188,3.87,4.59,0.633,0.772,110.421,1.402,7.984,17.966,26.822,109.739,26.14,38.741,109.019,38.021,106.563,102.437,92.455,83.599,70.998,36.826,6.791,0.129
Netherlands,1976,1.833,2.372,3.139,3.849,4.638,0.539,0.767,111.32,1.499,8.171,18,26.832,110.61,26.122,38.761,109.821,37.972,107.287,103.149,93.32,84.488,71.849,37.313,7.103,0.143
Netherlands,1977,1.577,2.06,2.798,3.551,4.357,0.483,0.738,107.284,1.559,8.29,18.055,26.533,106.531,25.78,37.96,105.725,37.154,103.102,98.994,89.229,80.751,68.571,35.275,6.776,0.14
Netherlands,1978,1.607,2.132,2.865,3.619,4.426,0.525,0.733,111.53,1.561,8.27,18.061,26.467,110.776,25.713,37.902,109.969,37.095,107.384,103.26,93.469,85.063,72.874,38.264,7.622,0.167
Netherlands,1979,1.47,1.916,2.548,3.236,3.95,0.447,0.632,110.101,1.402,7.93,17.75,25.989,109.413,25.301,37.179,108.699,36.465,106.124,102.171,92.351,84.112,72.234,37.935,7.744,0.174
Netherlands,1980,1.57,1.937,2.51,3.162,3.982,0.368,0.573,111.77,1.472,7.986,17.698,25.874,111.118,25.222,37.085,110.298,36.265,107.658,103.784,94.072,85.896,74.033,39.242,7.943,0.186
Netherlands,1981,1.455,1.856,2.392,2.994,3.725,0.4,0.536,113.135,1.333,7.67,17.346,25.55,112.533,24.948,36.903,111.802,36.172,109.155,105.465,95.789,87.585,75.63,40.795,8.522,0.207
Netherlands,1982,1.406,1.781,2.307,2.933,3.627,0.376,0.526,115.041,1.32,7.845,17.449,25.957,114.415,25.331,37.193,113.721,36.499,111.029,107.196,97.592,89.084,77.222,42.341,9.096,0.232
Netherlands,1983,1.43,1.772,2.267,2.832,3.575,0.343,0.495,115.622,1.308,7.718,17.254,25.674,115.057,25.109,36.674,114.314,35.931,111.63,107.904,98.368,89.948,78.383,43.454,9.587,0.257
Netherlands,1984,1.462,1.783,2.231,2.757,3.439,0.321,0.448,117.658,1.208,7.699,17.109,25.821,117.132,25.295,36.785,116.45,36.103,113.661,109.959,100.549,91.837,80.347,44.824,10.031,0.273
Netherlands,1985,1.452,1.745,2.096,2.629,3.339,0.293,0.351,120.672,1.243,7.679,17.189,26.053,120.139,25.52,37.102,119.429,36.392,116.681,112.993,103.483,94.619,83.037,47.051,10.68,0.291
Netherlands,1986,1.45,1.772,2.146,2.63,3.342,0.322,0.374,123.292,1.196,8.019,17.581,26.355,122.808,25.871,37.812,122.096,37.1,119.247,115.273,105.711,96.937,84.996,48.915,11.387,0.325
Netherlands,1987,1.43,1.745,2.096,2.603,3.304,0.315,0.351,120.193,1.208,7.902,17.162,25.617,119.686,25.11,36.996,118.985,36.295,116.328,112.291,103.031,94.576,82.69,47.756,11.428,0.343
Netherlands,1988,1.289,1.579,1.915,2.377,3.035,0.29,0.336,122.283,1.12,7.894,16.729,25.099,121.821,24.637,36.783,121.163,36.125,118.434,114.389,105.554,97.184,85.038,50.027,12.101,0.375
Netherlands,1989,1.316,1.605,1.942,2.413,3.131,0.289,0.337,127.019,1.189,8.111,17.354,25.824,126.548,25.353,37.614,125.83,36.896,123.111,118.908,109.665,101.195,88.934,53.158,13.305,0.419
Netherlands,1990,1.437,1.751,2.113,2.544,3.167,0.314,0.362,126.799,1.054,8.19,17.04,25.099,126.368,24.668,37.148,125.745,36.525,122.921,118.609,109.759,101.7,89.22,53.735,13.285,0.42
Netherlands,1991,1.306,1.615,1.927,2.353,2.981,0.31,0.312,127.993,1.054,8.352,17.058,25.403,127.567,24.977,37.189,126.939,36.561,124.022,119.641,110.935,102.59,90.378,54.464,13.683,0.444
Netherlands,1992,1.246,1.523,1.856,2.234,2.842,0.277,0.333,128.079,0.986,8.579,17.136,25.367,127.701,24.989,36.908,127.093,36.3,124.135,119.5,110.943,102.712,90.793,54.938,14.127,0.469
Netherlands,1993,1.248,1.512,1.847,2.229,2.841,0.264,0.335,136.038,0.994,8.824,17.698,26.101,135.656,25.719,37.951,135.044,37.339,131.994,127.214,118.34,109.937,97.705,60.28,15.949,0.529
Netherlands,1994,1.115,1.368,1.662,2.006,2.595,0.253,0.294,131.88,0.933,8.726,17.448,25.681,131.536,25.337,37.054,130.947,36.465,128.008,123.154,114.432,106.199,94.482,58.063,15.307,0.508
Netherlands,1995,1.045,1.312,1.628,1.99,2.546,0.268,0.316,134.045,0.918,8.763,17.484,25.527,133.683,25.165,37.145,133.127,36.589,130.182,125.282,116.561,108.518,96.538,59.676,15.72,0.514
Netherlands,1996,1.102,1.354,1.636,1.987,2.503,0.251,0.282,136.204,0.867,8.774,17.784,25.677,135.853,25.326,37.306,135.337,36.79,132.438,127.43,118.42,110.527,98.547,60.808,16.278,0.534
Netherlands,1997,0.976,1.202,1.481,1.801,2.284,0.227,0.279,134.501,0.803,8.367,17.622,25.236,134.181,24.916,36.556,133.698,36.073,130.861,126.134,116.879,109.265,97.625,60.682,16.541,0.549
Netherlands,1998,1.063,1.274,1.533,1.867,2.322,0.212,0.259,135.978,0.789,8.141,17.671,25.332,135.644,24.998,36.756,135.189,36.301,132.572,127.837,118.307,110.646,98.888,61.628,17.085,0.552
Netherlands,1999,1.055,1.278,1.568,1.904,2.361,0.222,0.29,139.04,0.793,8.396,18.273,25.893,138.704,25.557,37.112,138.247,36.655,135.474,130.644,120.767,113.147,101.592,63.335,18.146,0.591
Netherlands,2000,1.073,1.297,1.563,1.93,2.407,0.225,0.266,139.046,0.844,8.338,18.485,25.957,138.679,25.59,36.803,138.202,36.326,135.642,130.708,120.561,113.089,101.876,63.785,18.003,0.579
Netherlands,2001,1.083,1.297,1.581,1.907,2.335,0.214,0.284,138.801,0.754,8.123,18.496,25.834,138.475,25.508,36.408,138.047,35.98,135.461,130.678,120.305,112.967,102.067,64.312,18.367,0.608
Netherlands,2002,1.017,1.24,1.499,1.855,2.283,0.222,0.259,141.064,0.784,8.119,18.611,26.23,140.708,25.874,36.581,140.28,36.153,137.731,132.945,122.453,114.834,104.127,66.429,19.126,0.641
Netherlands,2003,0.955,1.155,1.459,1.772,2.16,0.2,0.304,140.435,0.701,7.955,18.757,26.228,140.122,25.915,36.312,139.734,35.924,137.36,132.48,121.678,114.207,103.81,67.213,19.397,0.644
Netherlands,2004,0.849,1.042,1.262,1.547,1.915,0.194,0.22,135.269,0.653,7.486,18.193,25.608,134.984,25.323,35.421,134.616,35.053,132.419,127.783,117.076,109.661,99.563,64.786,18.623,0.626
Netherlands,2005,0.921,1.119,1.343,1.599,1.961,0.198,0.224,135.134,0.618,7.139,17.388,24.854,134.878,24.598,34.422,134.516,34.06,132.436,127.995,117.746,110.28,100.456,66.042,19.402,0.673
Netherlands,2006,0.825,0.995,1.216,1.452,1.788,0.17,0.221,134.213,0.572,6.739,16.919,24.558,133.977,24.322,33.926,133.641,33.59,131.7,127.474,117.294,109.655,100.051,66.681,19.731,0.7
Netherlands,2007,0.737,0.884,1.086,1.344,1.709,0.148,0.202,131.895,0.623,6.463,16.223,24.17,131.637,23.912,33.557,131.272,33.192,129.446,125.432,115.672,107.725,98.08,65.691,19.33,0.698
Netherlands,2008,0.705,0.855,1.037,1.264,1.611,0.151,0.182,134.058,0.574,6.488,16.232,24.69,133.831,24.463,34.065,133.484,33.718,131.705,127.57,117.826,109.368,99.766,67.948,20.417,0.772
Netherlands,2009,0.713,0.851,1.043,1.284,1.6,0.138,0.192,133.144,0.557,6.208,15.707,24.362,132.903,24.121,33.844,132.587,33.528,130.933,126.936,117.437,108.782,99.059,67.707,20.171,0.785
Netherlands,2010,0.7,0.837,1.013,1.227,1.542,0.136,0.176,135.015,0.529,5.951,15.499,24.231,134.801,24.017,34.161,134.486,33.846,132.911,129.064,119.516,110.784,100.64,69.232,21.292,0.837
Netherlands,2011,0.648,0.753,0.932,1.152,1.483,0.105,0.179,134.729,0.551,5.995,15.436,23.853,134.509,23.633,33.877,134.178,33.546,132.607,128.734,119.293,110.876,100.632,69.91,21.917,0.846
Netherlands,2012,0.649,0.777,0.975,1.179,1.512,0.127,0.198,139.742,0.537,5.785,15.278,23.646,139.538,23.442,34.534,139.205,34.201,137.716,133.957,124.464,116.096,105.004,73.876,24.366,0.931
Netherlands,2013,0.646,0.741,0.901,1.12,1.418,0.095,0.16,140.116,0.517,5.458,14.844,23.003,139.897,22.784,34.495,139.599,34.197,138.157,134.658,125.272,117.113,105.402,74.654,25.022,0.968
Netherlands,2014,0.64,0.741,0.918,1.149,1.419,0.101,0.177,138.31,0.501,5.369,14.462,22.335,138.079,22.104,33.724,137.809,33.454,136.372,132.941,123.848,115.975,104.355,73.926,25.713,1.03
Netherlands,2015,0.562,0.66,0.806,0.993,1.272,0.099,0.146,146.324,0.466,5.177,14.339,22.397,146.137,22.21,34.58,145.858,34.301,144.417,141.147,131.985,123.927,111.557,79.35,28.027,1.098
Netherlands,2016,0.601,0.706,0.842,1.027,1.346,0.105,0.136,148.132,0.504,5.144,14.48,22.542,147.947,22.357,34.718,147.628,34.399,146.158,142.988,133.652,125.59,113.229,80.389,28.689,1.117
Netherlands,2017,0.61,0.698,0.877,1.109,1.417,0.087,0.179,149.315,0.54,5.077,13.963,21.958,149.083,21.726,33.233,148.775,32.925,147.326,144.238,135.352,127.357,115.85,82.081,29.678,1.16
Netherlands,2018,0.585,0.68,0.816,1.029,1.322,0.096,0.136,152.672,0.506,4.883,13.857,21.963,152.459,21.75,33.169,152.166,32.876,150.683,147.789,138.815,130.709,119.29,83.763,30.595,1.158
Netherlands,2019,0.624,0.724,0.84,1.056,1.388,0.099,0.116,151.137,0.548,4.812,13.444,21.231,150.921,21.015,32.153,150.589,31.821,149.115,146.325,137.693,129.906,118.768,82.93,30.27,1.144
Netherlands,2020,0.656,0.739,0.878,1.072,1.376,0.083,0.139,167.73,0.498,5,13.717,22.048,167.536,21.854,33.696,167.232,33.392,165.647,162.73,154.013,145.682,133.84,93.265,33.533,1.263
Netherlands,2021,0.62,0.697,0.845,1.022,1.361,0.076,0.148,170.047,0.516,5.001,14.448,23.124,169.87,22.947,35.431,169.531,35.092,167.897,165.046,155.599,146.923,134.439,92.233,33.304,1.334
Netherlands,2022,0.6,0.696,0.824,1.002,1.327,0.095,0.128,165.996,0.503,4.638,13.433,21.595,165.818,21.417,32.91,165.493,32.585,163.967,161.358,152.563,144.401,132.908,92.781,34.58,1.468
Netherlands,2023,0.573,0.666,0.787,0.962,1.287,0.093,0.121,165.55,0.5,4.57,13.115,21.247,165.375,21.072,32.416,165.05,32.091,163.511,160.98,152.435,144.303,132.959,92.824,34.41,1.465
United States of America,1950,116.939,135.802,150.728,162.607,180.028,18.863,14.926,1328.959,29.3,213.58,412.899,555.255,1317.08,543.376,706.647,1299.659,689.226,1223.461,1115.379,916.06,773.704,610.433,263.32,46.188,1.885
United States of America,1951,119.597,139.268,154.609,166.429,183.528,19.671,15.341,1348.115,28.919,212.039,415.634,557.689,1336.295,545.869,712.745,1319.196,695.646,1243.944,1136.076,932.481,790.426,623.55,271.088,47.396,1.769
United States of America,1952,121.396,141.46,157.505,169.982,186.847,20.063,16.045,1352.419,29.342,211.072,414.23,557.034,1339.942,544.557,712.352,1323.077,695.487,1249.358,1141.347,938.189,795.385,627.59,273.574,47.326,1.702
United States of America,1953,117.938,136.625,152.04,163.87,180.098,18.686,15.415,1368.775,28.058,205.057,407.134,551.29,1356.945,539.46,710.58,1340.717,694.352,1270.937,1163.718,961.641,817.485,646.365,285.922,49.871,1.789
United States of America,1954,115.601,132.877,147.587,158.331,173.251,17.275,14.71,1329.624,25.664,194.044,387.225,526.699,1318.88,515.955,683.666,1303.96,668.746,1238.256,1135.58,942.399,802.925,635.214,281.076,49.675,1.83
United States of America,1955,113.587,130.57,145.405,156.377,171.496,16.982,14.835,1367.238,26.091,193.347,386.873,527.835,1356.266,516.863,688.707,1341.147,673.588,1276.349,1173.891,980.365,839.403,667.559,299.189,52.615,1.908
United States of America,1956,114.687,131.615,146.527,157.647,172.595,16.929,14.912,1394.876,26.068,193.372,389.027,533.951,1383.756,522.831,697.176,1368.808,682.228,1304.723,1201.504,1005.849,860.925,686.58,310.507,54.784,2.019
United States of America,1957,117.061,134.581,150.424,162.212,176.781,17.52,15.843,1449.796,26.357,197.838,400.688,552.228,1438.008,540.44,723.713,1423.439,709.144,1357.429,1251.958,1049.108,897.568,714.295,323.414,57.935,2.217
United States of America,1958,118.752,136.545,152.051,163.268,177.217,17.793,15.506,1454.174,25.166,192.754,395.542,545.024,1442.957,533.807,716.8,1429.008,702.851,1365.387,1261.42,1058.632,909.15,726.157,327.557,59.214,2.11
United States of America,1959,116.252,133.621,150.025,161.863,175.705,17.37,16.404,1457.059,25.68,192.764,397.164,545.14,1445.221,533.302,715.402,1431.379,701.56,1368.298,1264.295,1059.895,911.919,729.819,325.712,58.947,1.834
United States of America,1960,115.231,133.174,149.655,161.857,175.435,17.943,16.481,1514.268,25.78,196.15,403.393,557.613,1502.066,545.411,732.966,1488.488,719.388,1425.328,1318.118,1110.875,956.655,769.1,346.722,65.419,1.812
United States of America,1961,111.035,128.057,144.203,156.456,170,17.023,16.146,1515.186,25.797,192.86,395.271,548.87,1502.933,536.617,724.213,1489.389,710.669,1428.002,1322.326,1119.915,966.316,778.72,357.875,69.293,1.857
United States of America,1962,107.926,124.576,140.958,154.115,168.534,16.651,16.382,1583.815,27.576,198.421,408.179,565.85,1570.658,552.693,745.207,1556.239,730.788,1493.972,1385.394,1175.636,1017.965,825.451,385.896,77.733,2.13
United States of America,1963,105.404,122.455,138.996,153.15,168.537,17.051,16.541,1653.427,29.541,204.345,421.774,585.334,1639.273,571.18,766.634,1623.886,751.247,1560.564,1449.082,1231.653,1068.093,872.639,412.259,85.831,2.417
United States of America,1964,102.637,119.02,135.771,151.161,167.592,16.383,16.751,1652.711,31.821,208.036,425.814,590.438,1637.321,575.048,765.545,1620.89,749.114,1556.883,1444.675,1226.897,1062.273,871.776,415.548,87.786,2.551
United States of America,1965,94.515,110.344,127.087,143.396,160.655,15.828,16.743,1700.192,33.568,210.925,432.254,597.797,1683.883,581.488,776.419,1666.624,759.16,1602.974,1489.267,1267.938,1102.395,907.464,440.518,94.419,2.776
United States of America,1966,88.044,103.608,120.84,138.948,158.041,15.564,17.232,1752.785,37.201,217.503,444.001,609.878,1734.677,591.77,791.556,1715.584,772.463,1651.454,1535.282,1308.784,1142.907,943.121,462.526,100.988,3.057
United States of America,1967,81.652,95.624,112.704,131.017,151.622,13.973,17.08,1759.349,38.918,219.685,446.083,611.855,1741.036,593.542,791.392,1720.431,770.787,1655.656,1539.664,1313.266,1147.494,949.644,470.465,103.586,3.295
United States of America,1968,80.281,93.853,111.572,131.293,154.232,13.572,17.719,1848.68,42.66,230.393,465.59,639.389,1828.959,619.668,827.441,1806.02,804.502,1738.411,1618.287,1383.09,1209.291,1001.518,501.535,110.638,3.718
United States of America,1969,79.966,92.809,110.443,131.642,156.371,12.843,17.634,1847.39,45.928,233.944,467.497,638.288,1826.191,617.089,824.645,1801.462,799.916,1732.588,1613.446,1379.893,1209.102,1001.546,507.9,111.198,3.971
United States of America,1970,80.997,93.072,110.141,131.172,156.611,12.075,17.069,1850.572,46.47,232.615,468.491,640.188,1829.541,619.157,825.523,1804.102,800.084,1735.692,1617.957,1382.081,1210.384,1004.018,507.672,111.454,4.148
United States of America,1971,70.258,82.08,98.856,120.588,146.58,11.822,16.776,1871.159,47.724,230.845,464.294,635.685,1849.427,613.953,816.132,1823.435,790.14,1754.454,1640.314,1406.865,1235.474,1033.295,531.69,120.887,4.682
United States of America,1972,61.518,73.129,89.504,111.908,138.411,11.611,16.375,1911.321,48.907,232.273,468.298,643.556,1888.917,621.152,830.354,1862.414,803.851,1792.435,1679.048,1443.023,1267.765,1058.563,545.387,124.796,5.1
United States of America,1973,57.319,68.672,84.854,107.902,134.872,11.353,16.182,1922.624,50.018,232.289,467.775,642.942,1899.576,619.894,829.238,1872.606,802.268,1800.398,1690.335,1454.849,1279.682,1070.338,561.375,130.357,5.599
United States of America,1974,55.922,66.169,80.904,102.999,129.244,10.247,14.735,1885.973,48.34,223.33,451.96,624.8,1863.878,602.705,808.908,1837.633,782.663,1767.133,1662.643,1434.013,1261.173,1054.97,557.711,130.469,5.89
United States of America,1975,52.531,61.968,75.572,96.902,123.653,9.438,13.604,1845.491,48.081,217.266,440.913,610.818,1824.161,589.488,791.457,1797.41,764.706,1726.931,1628.225,1404.578,1234.673,1032.704,545.267,128.996,6.103
United States of America,1976,50.392,59.372,72.325,93,119.07,8.981,12.953,1863.125,46.745,210.88,432.223,603.352,1842.45,582.677,785.823,1816.38,759.753,1747.29,1652.245,1430.902,1259.773,1056.627,567.589,139.009,6.914
United States of America,1977,49.183,57.864,70.453,92.078,119.148,8.681,12.589,1850.708,48.695,211.416,429.149,598.316,1829.083,576.691,778.949,1802.013,751.879,1730.897,1639.292,1421.559,1252.392,1050.134,563.548,138.714,7.024
United States of America,1978,47.91,56.708,68.71,90.102,117.967,8.798,12.002,1876.352,49.257,211.027,426.021,596.155,1854.96,574.763,779.067,1827.095,751.202,1754.38,1665.325,1450.331,1280.197,1075.893,583.272,146.753,7.531
