Country,Year,Annual total dep. ratio [(0-14 & 65+) / 15-64] (%),Annual total dep. ratio [(0-19 & 65+) / 20-64] (%),Annual total dep. ratio [(0-19 & 70+) / 20-69] (%),Annual total dep. ratio [(0-24 & 70+) / 25-69] (%),Annual total dep. ratio [(0-24 & 65+) / 25-64] (%),Annual child dep. ratio [0-14 / 15-64] (%),Annual child dep. ratio [0-19 / 20-64] (%),Annual child dep. ratio [0-19 / 20-69] (%),Annual child dep. ratio [0-24 / 25-69] (%),Annual child dep. ratio [0-24 / 25-64] (%),Annual old-age dep. ratio [65+ / 15-64] (%),Annual old-age dep. ratio [65+ / 20-64] (%),Annual old-age dep. ratio [70+ / 20-69] (%),Annual old-age dep. ratio [70+ / 25-69] (%),Annual old-age dep. ratio [65+ / 25-64] (%),Annual potential support ratio [15-64/65+],Annual potential support ratio [20-64/65+],Annual potential support ratio [20-69/70+],Annual potential support ratio [25-69/70+],Annual potential support ratio [25-64/65+]
Italy,2024,57.523,70.684,54.12,67.256,86.944,18.733,28.654,25.873,36.601,40.91,38.79,42.031,28.247,30.655,46.035,2.578,2.379,3.54,3.262,2.172
Italy,2025,58.116,71.438,54.3,67.663,88.094,18.432,28.41,25.57,36.445,40.886,39.684,43.028,28.73,31.218,47.208,2.52,2.324,3.481,3.203,2.118
Italy,2026,58.816,72.226,54.538,68.163,89.32,18.16,28.138,25.248,36.29,40.856,40.656,44.089,29.29,31.873,48.464,2.46,2.268,3.414,3.138,2.063
Italy,2027,59.643,73.079,54.74,68.657,90.678,17.922,27.847,24.896,36.13,40.847,41.72,45.232,29.843,32.527,49.831,2.397,2.211,3.351,3.074,2.007
Italy,2028,60.685,74.1,54.967,69.153,92.211,17.74,27.57,24.54,35.941,40.84,42.945,46.53,30.427,33.212,51.371,2.329,2.149,3.287,3.011,1.947
Italy,2029,61.904,75.267,55.317,69.713,93.819,17.608,27.315,24.206,35.718,40.792,44.296,47.952,31.111,33.995,53.027,2.258,2.085,3.214,2.942,1.886
Italy,2030,63.277,76.596,55.821,70.373,95.523,17.511,27.096,23.909,35.481,40.718,45.766,49.499,31.912,34.892,54.804,2.185,2.02,3.134,2.866,1.825
Italy,2031,64.723,78.011,56.426,71.064,97.215,17.443,26.917,23.653,35.224,40.609,47.28,51.094,32.773,35.84,56.607,2.115,1.957,3.051,2.79,1.767
Italy,2032,66.195,79.456,57.151,71.816,98.836,17.406,26.774,23.446,34.966,40.465,48.789,52.682,33.705,36.851,58.372,2.05,1.898,2.967,2.714,1.713
Italy,2033,67.792,81.026,58.085,72.737,100.5,17.431,26.693,23.31,34.739,40.322,50.361,54.333,34.775,37.998,60.178,1.986,1.841,2.876,2.632,1.662
Italy,2034,69.483,82.658,59.195,73.803,102.153,17.525,26.661,23.236,34.545,40.179,51.958,55.997,35.959,39.259,61.973,1.925,1.786,2.781,2.547,1.614
Italy,2035,71.222,84.307,60.455,75.028,103.799,17.669,26.661,23.211,34.402,40.057,53.553,57.646,37.244,40.627,63.742,1.867,1.735,2.685,2.461,1.569
Italy,2036,73.034,86.063,61.78,76.335,105.579,17.84,26.713,23.226,34.313,40.004,55.194,59.35,38.553,42.022,65.576,1.812,1.685,2.594,2.38,1.525
Italy,2037,74.886,87.895,63.133,77.675,107.451,18.033,26.813,23.279,34.268,40.011,56.853,61.083,39.854,43.407,67.44,1.759,1.637,2.509,2.304,1.483
Italy,2038,76.793,89.81,64.611,79.139,109.391,18.275,26.983,23.401,34.292,40.083,58.518,62.827,41.21,44.847,69.308,1.709,1.592,2.427,2.23,1.443
Italy,2039,78.757,91.852,66.172,80.655,111.421,18.555,27.241,23.595,34.367,40.219,60.201,64.611,42.578,46.289,71.202,1.661,1.548,2.349,2.16,1.404
Italy,2040,80.688,93.935,67.77,82.177,113.448,18.842,27.555,23.837,34.472,40.389,61.846,66.38,43.933,47.706,73.059,1.617,1.506,2.276,2.096,1.369
Italy,2041,82.486,95.869,69.423,83.793,115.333,19.13,27.867,24.104,34.63,40.573,63.356,68.002,45.319,49.162,74.76,1.578,1.471,2.207,2.034,1.338
Italy,2042,84.113,97.614,71.097,85.465,117.033,19.408,28.164,24.385,34.83,40.759,64.705,69.449,46.712,50.635,76.274,1.545,1.44,2.141,1.975,1.311
Italy,2043,85.564,99.232,72.809,87.197,118.603,19.669,28.483,24.706,35.089,40.976,65.895,70.749,48.103,52.108,77.627,1.518,1.413,2.079,1.919,1.288
Italy,2044,86.825,100.688,74.552,89.032,120.069,19.912,28.81,25.058,35.432,41.249,66.913,71.878,49.495,53.6,78.82,1.494,1.391,2.02,1.866,1.269
Italy,2045,87.917,101.959,76.241,90.886,121.425,20.136,29.113,25.406,35.826,41.558,67.781,72.846,50.835,55.06,79.867,1.475,1.373,1.967,1.816,1.252
Italy,2046,88.905,103.136,77.785,92.576,122.678,20.341,29.407,25.737,36.197,41.855,68.564,73.73,52.049,56.379,80.822,1.458,1.356,1.921,1.774,1.237
Italy,2047,89.778,104.206,79.145,94.058,123.813,20.52,29.683,26.04,36.533,42.134,69.258,74.523,53.105,57.525,81.678,1.444,1.342,1.883,1.738,1.224
Italy,2048,90.458,105.073,80.308,95.389,124.809,20.665,29.925,26.311,36.876,42.429,69.792,75.148,53.997,58.513,82.38,1.433,1.331,1.852,1.709,1.214
Italy,2049,90.957,105.759,81.271,96.545,125.665,20.774,30.136,26.549,37.212,42.725,70.183,75.624,54.722,59.333,82.94,1.425,1.322,1.827,1.685,1.206
Italy,2050,91.291,106.281,82.063,97.506,126.333,20.842,30.312,26.753,37.505,42.979,70.449,75.969,55.31,60.001,83.354,1.419,1.316,1.808,1.667,1.2
Italy,2051,91.461,106.637,82.741,98.363,126.838,20.873,30.453,26.932,37.783,43.207,70.588,76.184,55.809,60.58,83.631,1.417,1.313,1.792,1.651,1.196
Italy,2052,91.461,106.816,83.293,99.102,127.167,20.865,30.558,27.082,38.043,43.406,70.596,76.258,56.211,61.059,83.762,1.417,1.311,1.779,1.638,1.194
Italy,2053,91.501,107.054,83.653,99.633,127.594,20.84,30.654,27.19,38.257,43.615,70.661,76.4,56.463,61.376,83.979,1.415,1.309,1.771,1.629,1.191
Italy,2054,91.59,107.353,83.844,99.991,128.126,20.802,30.74,27.255,38.432,43.838,70.788,76.612,56.589,61.559,84.287,1.413,1.305,1.767,1.624,1.186
Italy,2055,91.59,107.539,83.879,100.189,128.556,20.742,30.793,27.282,38.572,44.038,70.848,76.746,56.597,61.617,84.518,1.411,1.303,1.767,1.623,1.183
Italy,2056,91.533,107.641,83.777,100.244,128.909,20.665,30.813,27.271,38.675,44.211,70.868,76.829,56.506,61.569,84.698,1.411,1.302,1.77,1.624,1.181
Italy,2057,91.386,107.615,83.538,100.153,129.13,20.572,30.796,27.225,38.742,44.351,70.814,76.819,56.313,61.411,84.78,1.412,1.302,1.776,1.628,1.18
Italy,2058,91.086,107.385,83.355,100.139,129.117,20.46,30.734,27.173,38.814,44.434,70.626,76.65,56.182,61.324,84.683,1.416,1.305,1.78,1.631,1.181
Italy,2059,90.611,106.92,83.24,100.206,128.817,20.329,30.625,27.12,38.89,44.447,70.282,76.296,56.12,61.316,84.369,1.423,1.311,1.782,1.631,1.185
Italy,2060,90.075,106.356,83.065,100.193,128.381,20.198,30.493,27.052,38.939,44.422,69.877,75.862,56.013,61.254,83.959,1.431,1.318,1.785,1.633,1.191
Italy,2061,89.537,105.756,82.857,100.122,127.877,20.078,30.353,26.975,38.964,44.368,69.459,75.402,55.882,61.158,83.509,1.44,1.326,1.789,1.635,1.197
Italy,2062,89.018,105.145,82.596,99.961,127.325,19.972,30.209,26.888,38.955,44.286,69.046,74.937,55.708,61.006,83.039,1.448,1.334,1.795,1.639,1.204
Italy,2063,88.545,104.56,82.222,99.641,126.772,19.886,30.07,26.786,38.906,44.193,68.658,74.491,55.436,60.735,82.579,1.456,1.342,1.804,1.646,1.211
Italy,2064,88.133,104.021,81.715,99.133,126.239,19.824,29.944,26.67,38.812,44.094,68.309,74.077,55.046,60.322,82.144,1.464,1.35,1.817,1.658,1.217
Italy,2065,87.804,103.557,81.192,98.571,125.754,19.79,29.837,26.559,38.698,43.996,68.015,73.719,54.633,59.873,81.758,1.47,1.356,1.83,1.67,1.223
Italy,2066,87.547,103.161,80.7,98.013,125.31,19.783,29.756,26.466,38.583,43.901,67.764,73.406,54.234,59.431,81.408,1.476,1.362,1.844,1.683,1.228
Italy,2067,87.343,102.823,80.258,97.482,124.892,19.801,29.7,26.396,38.473,43.813,67.542,73.123,53.863,59.009,81.079,1.481,1.368,1.857,1.695,1.233
Italy,2068,87.298,102.657,79.901,97.015,124.64,19.855,29.685,26.351,38.371,43.752,67.442,72.973,53.549,58.644,80.888,1.483,1.37,1.867,1.705,1.236
Italy,2069,87.473,102.745,79.637,96.629,124.655,19.949,29.72,26.333,38.282,43.738,67.524,73.025,53.305,58.347,80.916,1.481,1.369,1.876,1.714,1.236
Italy,2070,87.82,103.038,79.479,96.341,124.885,20.074,29.803,26.345,38.214,43.77,67.746,73.235,53.135,58.126,81.115,1.476,1.365,1.882,1.72,1.233
Italy,2071,88.306,103.504,79.412,96.147,125.309,20.225,29.928,26.385,38.174,43.849,68.081,73.576,53.027,57.973,81.459,1.469,1.359,1.886,1.725,1.228
Italy,2072,88.927,104.141,79.417,96.031,125.929,20.397,30.092,26.448,38.157,43.977,68.53,74.049,52.969,57.874,81.952,1.459,1.35,1.888,1.728,1.22
Italy,2073,89.653,104.92,79.576,96.089,126.705,20.586,30.293,26.547,38.184,44.145,69.066,74.626,53.029,57.905,82.56,1.448,1.34,1.886,1.727,1.211
Italy,2074,90.448,105.799,79.94,96.387,127.598,20.787,30.523,26.688,38.267,44.349,69.661,75.276,53.253,58.12,83.25,1.436,1.328,1.878,1.721,1.201
Italy,2075,91.259,106.718,80.46,96.878,128.551,20.99,30.769,26.861,38.403,44.581,70.269,75.949,53.599,58.476,83.97,1.423,1.317,1.866,1.71,1.191
Italy,2076,92.032,107.614,81.1,97.528,129.495,21.189,31.022,27.061,38.587,44.831,70.843,76.591,54.039,58.941,84.664,1.412,1.306,1.851,1.697,1.181
Italy,2077,92.771,108.484,81.854,98.329,130.429,21.38,31.274,27.279,38.81,45.092,71.391,77.21,54.575,59.519,85.337,1.401,1.295,1.832,1.68,1.172
Italy,2078,93.447,109.297,82.695,99.251,131.315,21.556,31.515,27.509,39.064,45.351,71.891,77.782,55.186,60.186,85.964,1.391,1.286,1.812,1.662,1.163
Italy,2079,94.057,110.051,83.588,100.252,132.154,21.712,31.744,27.745,39.34,45.607,72.345,78.307,55.843,60.912,86.547,1.382,1.277,1.791,1.642,1.155
Italy,2080,94.62,110.77,84.482,101.275,132.978,21.851,31.962,27.976,39.625,45.867,72.769,78.807,56.506,61.65,87.111,1.374,1.269,1.77,1.622,1.148
Italy,2081,95.124,111.435,85.332,102.268,133.764,21.97,32.166,28.195,39.909,46.123,73.154,79.269,57.138,62.359,87.641,1.367,1.262,1.75,1.604,1.141
Italy,2082,95.565,112.042,86.139,103.223,134.498,22.067,32.352,28.4,40.184,46.369,73.497,79.69,57.739,63.038,88.13,1.361,1.255,1.732,1.586,1.135
Italy,2083,95.868,112.503,86.865,104.103,135.081,22.134,32.507,28.586,40.447,46.586,73.733,79.996,58.28,63.656,88.495,1.356,1.25,1.716,1.571,1.13
Italy,2084,96.009,112.78,87.513,104.909,135.463,22.168,32.621,28.748,40.692,46.759,73.841,80.159,58.766,64.218,88.704,1.354,1.248,1.702,1.557,1.127
Italy,2085,96.036,112.926,88.108,105.668,135.706,22.172,32.698,28.887,40.919,46.895,73.864,80.228,59.221,64.75,88.811,1.354,1.246,1.689,1.544,1.126
Italy,2086,96.03,113.031,88.629,106.36,135.926,22.161,32.756,29.004,41.13,47.023,73.869,80.275,59.625,65.23,88.903,1.354,1.246,1.677,1.533,1.125
Italy,2087,96.001,113.101,89.069,106.974,136.124,22.138,32.794,29.096,41.321,47.141,73.863,80.307,59.973,65.653,88.984,1.354,1.245,1.667,1.523,1.124
Italy,2088,95.872,113.042,89.371,107.436,136.182,22.092,32.794,29.15,41.471,47.218,73.78,80.247,60.22,65.965,88.964,1.355,1.246,1.661,1.516,1.124
Italy,2089,95.682,112.897,89.51,107.71,136.141,22.028,32.764,29.165,41.569,47.259,73.653,80.133,60.345,66.141,88.882,1.358,1.248,1.657,1.512,1.125
Italy,2090,95.496,112.743,89.533,107.844,136.09,21.957,32.717,29.147,41.624,47.281,73.539,80.027,60.385,66.219,88.809,1.36,1.25,1.656,1.51,1.126
Italy,2091,95.297,112.562,89.528,107.945,136.006,21.881,32.656,29.117,41.664,47.286,73.416,79.907,60.411,66.281,88.72,1.362,1.251,1.655,1.509,1.127
Italy,2092,95.112,112.378,89.51,108.021,135.904,21.807,32.586,29.077,41.686,47.273,73.305,79.792,60.432,66.335,88.631,1.364,1.253,1.655,1.507,1.128
Italy,2093,94.94,112.19,89.39,107.965,135.785,21.739,32.511,29.018,41.672,47.246,73.202,79.679,60.373,66.294,88.539,1.366,1.255,1.656,1.508,1.129
Italy,2094,94.772,111.99,89.197,107.814,135.644,21.676,32.433,28.945,41.634,47.209,73.096,79.558,60.251,66.18,88.435,1.368,1.257,1.66,1.511,1.131
Italy,2095,94.625,111.799,89.003,107.645,135.49,21.62,32.352,28.87,41.58,47.156,73.005,79.447,60.133,66.064,88.334,1.37,1.259,1.663,1.514,1.132
Italy,2096,94.501,111.621,88.795,107.444,135.335,21.574,32.274,28.793,41.515,47.097,72.928,79.346,60.002,65.929,88.238,1.371,1.26,1.667,1.517,1.133
Italy,2097,94.405,111.469,88.585,107.226,135.193,21.539,32.208,28.722,41.446,47.04,72.865,79.261,59.862,65.78,88.153,1.372,1.262,1.67,1.52,1.134
Italy,2098,94.333,111.346,88.38,106.997,135.065,21.518,32.157,28.662,41.377,46.988,72.815,79.19,59.718,65.62,88.077,1.373,1.263,1.675,1.524,1.135
Italy,2099,94.298,111.263,88.182,106.761,134.966,21.511,32.121,28.612,41.309,46.944,72.787,79.142,59.571,65.452,88.021,1.374,1.264,1.679,1.528,1.136
Italy,2100,94.311,111.231,87.999,106.525,134.907,21.52,32.101,28.57,41.24,46.908,72.792,79.13,59.429,65.285,88,1.374,1.264,1.683,1.532,1.136
Spain,2024,51.67,65.043,50.559,63.273,80.445,19.598,30.144,27.498,38.265,42.289,32.071,34.899,23.061,25.008,38.156,3.118,2.865,4.336,3.999,2.621
Spain,2025,52.117,65.703,50.615,63.695,81.674,19.196,29.841,27.124,38.164,42.356,32.921,35.862,23.49,25.531,39.318,3.038,2.789,4.257,3.917,2.543
Spain,2026,52.651,66.335,50.682,64.168,82.922,18.82,29.471,26.698,38.037,42.382,33.831,36.864,23.984,26.131,40.54,2.956,2.713,4.169,3.827,2.467
Spain,2027,53.284,66.963,50.812,64.756,84.225,18.479,29.052,26.242,37.914,42.394,34.805,37.911,24.57,26.841,41.83,2.873,2.638,4.07,3.726,2.391
Spain,2028,54.094,67.62,50.994,65.4,85.561,18.208,28.584,25.749,37.746,42.347,35.886,39.036,25.246,27.654,43.214,2.787,2.562,3.961,3.616,2.314
Spain,2029,55.092,68.439,51.235,65.994,86.951,17.982,28.135,25.262,37.486,42.219,37.11,40.303,25.973,28.508,44.733,2.695,2.481,3.85,3.508,2.235
Spain,2030,56.147,69.409,51.602,66.568,88.316,17.753,27.754,24.837,37.16,42.012,38.394,41.655,26.766,29.408,46.304,2.605,2.401,3.736,3.4,2.16
Spain,2031,57.256,70.446,52.057,67.114,89.594,17.548,27.407,24.451,36.774,41.721,39.708,43.038,27.606,30.34,47.873,2.518,2.324,3.622,3.296,2.089
Spain,2032,58.489,71.592,52.613,67.661,90.852,17.408,27.115,24.116,36.354,41.383,41.081,44.477,28.497,31.307,49.47,2.434,2.248,3.509,3.194,2.021
Spain,2033,59.837,72.831,53.348,68.242,91.987,17.362,26.903,23.87,35.902,40.969,42.475,45.928,29.477,32.34,51.019,2.354,2.177,3.392,3.092,1.96
Spain,2034,61.297,74.142,54.265,68.985,93.133,17.393,26.741,23.689,35.492,40.563,43.904,47.401,30.576,33.494,52.57,2.278,2.11,3.271,2.986,1.902
Spain,2035,62.902,75.502,55.237,69.878,94.447,17.503,26.591,23.521,35.17,40.257,45.399,48.91,31.716,34.708,54.19,2.203,2.045,3.153,2.881,1.845
Spain,2036,64.641,76.971,56.262,70.835,95.898,17.68,26.493,23.392,34.901,40.021,46.961,50.478,32.869,35.935,55.877,2.129,1.981,3.042,2.783,1.79
Spain,2037,66.472,78.627,57.408,71.903,97.529,17.882,26.489,23.343,34.701,39.874,48.59,52.138,34.065,37.202,57.655,2.058,1.918,2.936,2.688,1.734
Spain,2038,68.388,80.514,58.669,73.065,99.383,18.116,26.622,23.4,34.596,39.857,50.272,53.892,35.269,38.469,59.526,1.989,1.856,2.835,2.6,1.68
Spain,2039,70.424,82.635,60.039,74.297,101.44,18.385,26.867,23.543,34.55,39.93,52.039,55.768,36.496,39.747,61.51,1.922,1.793,2.74,2.516,1.626
Spain,2040,72.598,85.005,61.544,75.568,103.632,18.692,27.224,23.772,34.517,40.034,53.905,57.78,37.772,41.051,63.598,1.855,1.731,2.647,2.436,1.572
Spain,2041,74.865,87.546,63.17,76.937,105.965,19.035,27.667,24.071,34.539,40.206,55.83,59.878,39.099,42.398,65.759,1.791,1.67,2.558,2.359,1.521
Spain,2042,77.178,90.127,64.873,78.478,108.452,19.405,28.131,24.394,34.66,40.48,57.774,61.996,40.478,43.819,67.971,1.731,1.613,2.47,2.282,1.471
Spain,2043,79.473,92.687,66.638,80.234,111.099,19.79,28.609,24.742,34.919,40.899,59.683,64.077,41.897,45.315,70.2,1.676,1.561,2.387,2.207,1.424
Spain,2044,81.663,95.135,68.498,82.198,113.749,20.176,29.088,25.118,35.291,41.402,61.487,66.047,43.38,46.907,72.347,1.626,1.514,2.305,2.132,1.382
Spain,2045,83.782,97.519,70.465,84.379,116.446,20.559,29.57,25.52,35.766,41.986,63.223,67.949,44.945,48.613,74.46,1.582,1.472,2.225,2.057,1.343
Spain,2046,85.694,99.695,72.492,86.699,118.987,20.918,30.035,25.944,36.317,42.597,64.776,69.66,46.549,50.382,76.39,1.544,1.436,2.148,1.985,1.309
Spain,2047,87.293,101.548,74.531,89.025,121.127,21.235,30.462,26.379,36.874,43.136,66.058,71.085,48.152,52.151,77.991,1.514,1.407,2.077,1.918,1.282
Spain,2048,88.654,103.167,76.52,91.297,122.992,21.512,30.86,26.812,37.428,43.629,67.142,72.307,49.708,53.869,79.363,1.489,1.383,2.012,1.856,1.26
Spain,2049,89.767,104.539,78.381,93.431,124.573,21.739,31.216,27.224,37.957,44.068,68.028,73.323,51.158,55.474,80.505,1.47,1.364,1.955,1.803,1.242
Spain,2050,90.679,105.722,80.138,95.464,125.954,21.92,31.539,27.617,38.474,44.476,68.758,74.183,52.521,56.989,81.478,1.454,1.348,1.904,1.755,1.227
Spain,2051,91.372,106.695,81.665,97.265,127.132,22.053,31.826,27.972,38.961,44.86,69.319,74.869,53.693,58.304,82.272,1.443,1.336,1.862,1.715,1.215
Spain,2052,91.866,107.472,82.883,98.737,128.115,22.132,32.066,28.265,39.384,45.206,69.734,75.406,54.618,59.353,82.909,1.434,1.326,1.831,1.685,1.206
Spain,2053,92.218,108.107,83.881,99.981,128.969,22.163,32.262,28.506,39.758,45.521,70.054,75.845,55.375,60.223,83.449,1.427,1.318,1.806,1.66,1.198
Spain,2054,92.416,108.584,84.637,100.982,129.684,22.15,32.413,28.692,40.084,45.809,70.266,76.17,55.945,60.897,83.876,1.423,1.313,1.787,1.642,1.192
Spain,2055,92.437,108.862,85.202,101.801,130.219,22.093,32.514,28.831,40.378,46.064,70.344,76.348,56.371,61.423,84.155,1.422,1.31,1.774,1.628,1.188
Spain,2056,92.315,108.971,85.589,102.444,130.588,21.994,32.559,28.916,40.624,46.272,70.322,76.412,56.673,61.82,84.316,1.422,1.309,1.765,1.618,1.186
Spain,2057,92.1,108.954,85.798,102.906,130.843,21.864,32.555,28.948,40.821,46.441,70.236,76.399,56.851,62.085,84.402,1.424,1.309,1.759,1.611,1.185
Spain,2058,91.756,108.761,85.862,103.229,130.927,21.713,32.506,28.94,40.989,46.575,70.044,76.255,56.921,62.24,84.351,1.428,1.311,1.757,1.607,1.186
Spain,2059,91.225,108.312,85.796,103.416,130.718,21.537,32.397,28.895,41.119,46.638,69.688,75.915,56.901,62.297,84.08,1.435,1.317,1.757,1.605,1.189
Spain,2060,90.549,107.649,85.594,103.443,130.251,21.347,32.237,28.813,41.201,46.631,69.202,75.412,56.781,62.242,83.621,1.445,1.326,1.761,1.607,1.196
Spain,2061,89.804,106.854,85.27,103.319,129.611,21.158,32.041,28.698,41.235,46.568,68.646,74.813,56.572,62.084,83.043,1.457,1.337,1.768,1.611,1.204
Spain,2062,89.056,106.008,84.885,103.097,128.877,20.979,31.827,28.564,41.228,46.461,68.077,74.182,56.322,61.87,82.416,1.469,1.348,1.776,1.616,1.213
Spain,2063,88.288,105.093,84.417,102.75,128.023,20.818,31.602,28.416,41.182,46.316,67.469,73.491,56.001,61.568,81.708,1.482,1.361,1.786,1.624,1.224
Spain,2064,87.557,104.179,83.798,102.187,127.127,20.685,31.38,28.248,41.079,46.146,66.872,72.799,55.55,61.108,80.98,1.495,1.374,1.8,1.636,1.235
Spain,2065,86.959,103.39,83.065,101.444,126.332,20.589,31.187,28.07,40.928,45.985,66.37,72.203,54.995,60.516,80.347,1.507,1.385,1.818,1.652,1.245
Spain,2066,86.454,102.685,82.281,100.593,125.584,20.53,31.022,27.899,40.748,45.824,65.924,71.663,54.382,59.845,79.759,1.517,1.395,1.839,1.671,1.254
Spain,2067,86.03,102.054,81.505,99.705,124.867,20.506,30.887,27.745,40.554,45.664,65.523,71.168,53.76,59.15,79.203,1.526,1.405,1.86,1.691,1.263
Spain,2068,85.787,101.633,80.743,98.783,124.345,20.528,30.807,27.616,40.353,45.542,65.26,70.826,53.128,58.43,78.804,1.532,1.412,1.882,1.711,1.269
Spain,2069,85.78,101.49,80.047,97.893,124.107,20.599,30.797,27.52,40.16,45.48,65.181,70.692,52.527,57.734,78.628,1.534,1.415,1.904,1.732,1.272
Spain,2070,85.961,101.57,79.503,97.153,124.099,20.714,30.846,27.469,40.003,45.47,65.248,70.724,52.034,57.151,78.629,1.533,1.414,1.922,1.75,1.272
Spain,2071,86.329,101.877,79.079,96.529,124.331,20.869,30.954,27.459,39.879,45.52,65.46,70.922,51.62,56.65,78.811,1.528,1.41,1.937,1.765,1.269
Spain,2072,86.865,102.393,78.762,96.009,124.787,21.06,31.119,27.486,39.786,45.627,65.805,71.273,51.276,56.223,79.16,1.52,1.403,1.95,1.779,1.263
Spain,2073,87.596,103.152,78.643,95.717,125.526,21.286,31.343,27.562,39.754,45.809,66.31,71.809,51.081,55.963,79.718,1.508,1.393,1.958,1.787,1.254
Spain,2074,88.399,104.017,78.768,95.719,126.394,21.53,31.605,27.693,39.801,46.039,66.869,72.412,51.075,55.917,80.354,1.495,1.381,1.958,1.788,1.244
Spain,2075,89.146,104.84,79.095,95.962,127.208,21.774,31.878,27.872,39.915,46.279,67.372,72.962,51.223,56.048,80.929,1.484,1.371,1.952,1.784,1.236
Spain,2076,89.88,105.677,79.618,96.447,128.049,22.018,32.169,28.093,40.095,46.545,67.862,73.508,51.524,56.352,81.503,1.474,1.36,1.941,1.775,1.227
Spain,2077,90.583,106.509,80.313,97.149,128.897,22.254,32.47,28.351,40.336,46.831,68.329,74.039,51.962,56.813,82.066,1.464,1.351,1.925,1.76,1.219
Spain,2078,91.182,107.243,81.198,98.095,129.646,22.473,32.762,28.645,40.641,47.114,68.709,74.481,52.554,57.454,82.532,1.455,1.343,1.903,1.741,1.212
Spain,2079,91.756,107.968,82.166,99.156,130.407,22.68,33.052,28.951,40.978,47.408,69.076,74.916,53.215,58.178,82.999,1.448,1.335,1.879,1.719,1.205
Spain,2080,92.394,108.784,83.089,100.183,131.308,22.883,33.351,29.246,41.314,47.737,69.512,75.433,53.842,58.869,83.571,1.439,1.326,1.857,1.699,1.197
Spain,2081,93.007,109.585,83.997,101.221,132.228,23.066,33.636,29.529,41.655,48.074,69.941,75.949,54.467,59.566,84.154,1.43,1.317,1.836,1.679,1.188
Spain,2082,93.507,110.265,84.867,102.246,133.042,23.215,33.885,29.792,41.994,48.389,70.292,76.38,55.075,60.252,84.654,1.423,1.309,1.816,1.66,1.181
Spain,2083,93.806,110.724,85.631,103.168,133.616,23.316,34.081,30.022,42.306,48.646,70.49,76.644,55.609,60.862,84.97,1.419,1.305,1.798,1.643,1.177
Spain,2084,93.962,111.025,86.355,104.063,134.021,23.377,34.23,30.228,42.603,48.858,70.585,76.795,56.126,61.46,85.163,1.417,1.302,1.782,1.627,1.174
Spain,2085,93.979,111.167,87.117,105.023,134.255,23.399,34.333,30.423,42.903,49.021,70.58,76.834,56.694,62.12,85.235,1.417,1.302,1.764,1.61,1.173
Spain,2086,93.891,111.187,87.838,105.95,134.359,23.389,34.396,30.593,43.185,49.142,70.502,76.791,57.245,62.764,85.217,1.418,1.302,1.747,1.593,1.173
Spain,2087,93.807,111.212,88.433,106.742,134.489,23.36,34.438,30.724,43.426,49.254,70.447,76.774,57.709,63.316,85.235,1.419,1.303,1.733,1.579,1.173
Spain,2088,93.729,111.233,88.823,107.3,134.628,23.312,34.454,30.798,43.598,49.345,70.417,76.779,58.024,63.702,85.283,1.42,1.302,1.723,1.57,1.173
Spain,2089,93.648,111.242,89.061,107.685,134.764,23.245,34.443,30.826,43.713,49.413,70.403,76.8,58.235,63.972,85.351,1.42,1.302,1.717,1.563,1.172
Spain,2090,93.548,111.222,89.15,107.896,134.872,23.162,34.409,30.813,43.778,49.458,70.386,76.813,58.337,64.118,85.414,1.421,1.302,1.714,1.56,1.171
Spain,2091,93.409,111.147,89.113,107.968,134.928,23.066,34.353,30.768,43.806,49.484,70.343,76.794,58.345,64.162,85.444,1.422,1.302,1.714,1.559,1.17
Spain,2092,93.239,111.02,89.058,108.023,134.926,22.96,34.274,30.707,43.819,49.486,70.279,76.746,58.351,64.205,85.44,1.423,1.303,1.714,1.558,1.17
Spain,2093,93.05,110.852,88.978,108.043,134.866,22.848,34.176,30.631,43.81,49.458,70.202,76.675,58.347,64.233,85.408,1.424,1.304,1.714,1.557,1.171
Spain,2094,92.848,110.651,88.865,108.017,134.759,22.734,34.064,30.541,43.779,49.407,70.114,76.586,58.323,64.238,85.351,1.426,1.306,1.715,1.557,1.172
Spain,2095,92.642,110.427,88.717,107.942,134.613,22.623,33.943,30.441,43.729,49.338,70.02,76.484,58.276,64.212,85.275,1.428,1.307,1.716,1.557,1.173
Spain,2096,92.44,110.183,88.526,107.804,134.431,22.522,33.819,30.334,43.662,49.257,69.918,76.364,58.191,64.142,85.174,1.43,1.31,1.718,1.559,1.174
Spain,2097,92.252,109.933,88.294,107.604,134.222,22.435,33.695,30.222,43.577,49.164,69.817,76.238,58.072,64.027,85.058,1.432,1.312,1.722,1.562,1.176
Spain,2098,92.091,109.693,88.032,107.349,134.004,22.364,33.576,30.108,43.474,49.063,69.727,76.117,57.924,63.875,84.941,1.434,1.314,1.726,1.566,1.177
Spain,2099,91.965,109.474,87.75,107.052,133.791,22.311,33.467,29.996,43.361,48.96,69.654,76.007,57.754,63.692,84.83,1.436,1.316,1.731,1.57,1.179
Spain,2100,91.883,109.29,87.457,106.725,133.598,22.279,33.372,29.891,43.242,48.863,69.603,75.917,57.566,63.483,84.735,1.437,1.317,1.737,1.575,1.18
France,2024,63.004,81.348,63.918,82.186,103.975,26.904,41.186,37.227,52.52,58.801,36.1,40.162,26.691,29.666,45.173,2.77,2.49,3.747,3.371,2.214
