Country,Year,Annual total dep. ratio [(0-14 & 65+) / 15-64] (%),Annual total dep. ratio [(0-19 & 65+) / 20-64] (%),Annual total dep. ratio [(0-19 & 70+) / 20-69] (%),Annual total dep. ratio [(0-24 & 70+) / 25-69] (%),Annual total dep. ratio [(0-24 & 65+) / 25-64] (%),Annual child dep. ratio [0-14 / 15-64] (%),Annual child dep. ratio [0-19 / 20-64] (%),Annual child dep. ratio [0-19 / 20-69] (%),Annual child dep. ratio [0-24 / 25-69] (%),Annual child dep. ratio [0-24 / 25-64] (%),Annual old-age dep. ratio [65+ / 15-64] (%),Annual old-age dep. ratio [65+ / 20-64] (%),Annual old-age dep. ratio [70+ / 20-69] (%),Annual old-age dep. ratio [70+ / 25-69] (%),Annual old-age dep. ratio [65+ / 25-64] (%),Annual potential support ratio [15-64/65+],Annual potential support ratio [20-64/65+],Annual potential support ratio [20-69/70+],Annual potential support ratio [25-69/70+],Annual potential support ratio [25-64/65+]
Netherlands,2093,81.806,98.599,78.05,96.491,121.821,23.91,35.356,31.698,45.338,51.183,57.895,63.243,46.352,51.153,70.638,1.727,1.581,2.157,1.955,1.416
Netherlands,2094,82.027,98.824,78.113,96.518,122.037,23.964,35.402,31.715,45.326,51.211,58.063,63.421,46.398,51.193,70.826,1.722,1.577,2.155,1.953,1.412
Netherlands,2095,82.27,99.081,78.232,96.61,122.29,24.022,35.461,31.747,45.332,51.254,58.247,63.62,46.484,51.278,71.037,1.717,1.572,2.151,1.95,1.408
Netherlands,2096,82.528,99.365,78.387,96.746,122.577,24.084,35.53,31.791,45.355,51.31,58.444,63.835,46.595,51.391,71.268,1.711,1.567,2.146,1.946,1.403
Netherlands,2097,82.796,99.671,78.572,96.922,122.895,24.145,35.606,31.843,45.391,51.378,58.651,64.065,46.729,51.53,71.517,1.705,1.561,2.14,1.941,1.398
Netherlands,2098,83.069,99.988,78.787,97.137,123.232,24.204,35.683,31.901,45.439,51.453,58.865,64.305,46.886,51.699,71.779,1.699,1.555,2.133,1.934,1.393
Netherlands,2099,83.345,100.318,79.034,97.393,123.586,24.259,35.762,31.962,45.495,51.531,59.086,64.556,47.071,51.898,72.054,1.692,1.549,2.124,1.927,1.388
Netherlands,2100,83.627,100.659,79.312,97.689,123.957,24.308,35.838,32.025,45.556,51.609,59.319,64.821,47.287,52.133,72.348,1.686,1.543,2.115,1.918,1.382
United States of America,2024,54.448,71.953,56.561,74.466,93.796,26.757,41.124,37.443,53.161,59.051,27.691,30.829,19.118,21.305,34.745,3.611,3.244,5.231,4.694,2.878
United States of America,2025,55.006,72.592,56.946,75.206,94.935,26.504,40.857,37.153,53.111,59.092,28.501,31.735,19.792,22.095,35.843,3.509,3.151,5.053,4.526,2.79
United States of America,2026,55.629,73.131,57.266,75.912,96.003,26.309,40.514,36.802,53.022,59.077,29.32,32.617,20.464,22.891,36.926,3.411,3.066,4.887,4.369,2.708
United States of America,2027,56.251,73.539,57.537,76.627,96.992,26.139,40.095,36.398,52.926,59.028,30.112,33.444,21.139,23.701,37.963,3.321,2.99,4.731,4.219,2.634
United States of America,2028,56.831,73.868,57.831,77.302,97.797,25.981,39.667,36.008,52.787,58.888,30.85,34.201,21.823,24.515,38.908,3.241,2.924,4.582,4.079,2.57
United States of America,2029,57.367,74.211,58.189,77.892,98.414,25.826,39.293,35.68,52.58,58.645,31.541,34.917,22.509,25.313,39.768,3.17,2.864,4.443,3.951,2.515
United States of America,2030,57.812,74.544,58.621,78.395,98.791,25.663,38.986,35.429,52.313,58.294,32.149,35.558,23.191,26.082,40.497,3.11,2.812,4.312,3.834,2.469
United States of America,2031,58.165,74.811,59.114,78.789,98.852,25.513,38.722,35.245,51.968,57.8,32.652,36.089,23.869,26.821,41.052,3.063,2.771,4.19,3.728,2.436
United States of America,2032,58.484,75.013,59.606,79.047,98.666,25.401,38.479,35.092,51.547,57.195,33.083,36.533,24.514,27.5,41.471,3.023,2.737,4.079,3.636,2.411
United States of America,2033,58.816,75.183,60.064,79.233,98.407,25.343,38.26,34.958,51.121,56.589,33.473,36.923,25.106,28.113,41.818,2.987,2.708,3.983,3.557,2.391
United States of America,2034,59.202,75.368,60.478,79.437,98.26,25.333,38.06,34.828,50.757,56.082,33.869,37.308,25.65,28.68,42.178,2.953,2.68,3.899,3.487,2.371
United States of America,2035,59.714,75.628,60.803,79.636,98.339,25.395,37.889,34.691,50.466,55.72,34.319,37.739,26.112,29.17,42.619,2.914,2.65,3.83,3.428,2.346
United States of America,2036,60.246,75.913,61.045,79.779,98.508,25.49,37.758,34.567,50.221,55.453,34.756,38.154,26.478,29.558,43.055,2.877,2.621,3.777,3.383,2.323
United States of America,2037,60.59,76.096,61.261,79.863,98.517,25.536,37.658,34.485,49.999,55.184,35.054,38.439,26.775,29.864,43.333,2.853,2.602,3.735,3.349,2.308
United States of America,2038,60.808,76.207,61.491,79.917,98.375,25.572,37.597,34.457,49.798,54.907,35.236,38.61,27.034,30.118,43.467,2.838,2.59,3.699,3.32,2.301
United States of America,2039,61.02,76.337,61.776,79.986,98.194,25.631,37.582,34.479,49.617,54.636,35.388,38.755,27.297,30.37,43.558,2.826,2.58,3.663,3.293,2.296
United States of America,2040,61.224,76.542,62.184,80.128,98.013,25.693,37.635,34.575,49.464,54.375,35.53,38.906,27.609,30.664,43.638,2.814,2.57,3.622,3.261,2.292
United States of America,2041,61.418,76.775,62.604,80.286,97.873,25.755,37.719,34.695,49.342,54.156,35.663,39.056,27.909,30.944,43.718,2.804,2.56,3.583,3.232,2.287
United States of America,2042,61.649,77,62.833,80.342,97.883,25.823,37.771,34.748,49.237,54.026,35.827,39.229,28.085,31.105,43.857,2.791,2.549,3.561,3.215,2.28
United States of America,2043,61.915,77.272,62.934,80.324,98.051,25.892,37.833,34.773,49.157,53.989,36.023,39.439,28.161,31.167,44.062,2.776,2.536,3.551,3.209,2.27
United States of America,2044,62.205,77.615,63.025,80.319,98.34,25.958,37.924,34.809,49.11,54.017,36.247,39.691,28.216,31.21,44.322,2.759,2.519,3.544,3.204,2.256
United States of America,2045,62.538,78.016,63.105,80.387,98.804,26.021,38.022,34.837,49.124,54.14,36.517,39.994,28.267,31.263,44.664,2.738,2.5,3.538,3.199,2.239
United States of America,2046,62.876,78.434,63.175,80.483,99.339,26.074,38.116,34.857,49.161,54.297,36.803,40.318,28.318,31.322,45.041,2.717,2.48,3.531,3.193,2.22
United States of America,2047,63.199,78.847,63.279,80.57,99.804,26.109,38.2,34.875,49.157,54.394,37.091,40.647,28.404,31.412,45.41,2.696,2.46,3.521,3.183,2.202
United States of America,2048,63.491,79.236,63.417,80.703,100.246,26.122,38.268,34.891,49.159,54.476,37.369,40.968,28.526,31.543,45.77,2.676,2.441,3.506,3.17,2.185
United States of America,2049,63.742,79.586,63.579,80.908,100.693,26.112,38.315,34.9,49.191,54.571,37.63,41.271,28.679,31.717,46.122,2.657,2.423,3.487,3.153,2.168
United States of America,2050,63.983,79.931,63.783,81.174,101.142,26.085,38.348,34.906,49.23,54.656,37.898,41.583,28.877,31.943,46.485,2.639,2.405,3.463,3.131,2.151
United States of America,2051,64.202,80.261,63.998,81.461,101.584,26.038,38.364,34.903,49.268,54.732,38.164,41.897,29.095,32.193,46.853,2.62,2.387,3.437,3.106,2.134
United States of America,2052,64.4,80.57,64.211,81.757,102.015,25.971,38.362,34.886,49.299,54.794,38.429,42.208,29.325,32.458,47.221,2.602,2.369,3.41,3.081,2.118
United States of America,2053,64.61,80.892,64.406,82.044,102.477,25.894,38.346,34.851,49.319,54.854,38.716,42.546,29.555,32.726,47.623,2.583,2.35,3.384,3.056,2.1
United States of America,2054,64.847,81.245,64.579,82.309,102.985,25.808,38.322,34.798,49.32,54.914,39.039,42.923,29.78,32.989,48.071,2.562,2.33,3.358,3.031,2.08
United States of America,2055,65.13,81.645,64.756,82.584,103.557,25.72,38.293,34.732,49.311,54.975,39.411,43.352,30.024,33.273,48.582,2.537,2.307,3.331,3.005,2.058
United States of America,2056,65.414,82.026,64.929,82.862,104.119,25.627,38.244,34.652,49.293,55.023,39.786,43.782,30.277,33.569,49.096,2.513,2.284,3.303,2.979,2.037
United States of America,2057,65.637,82.313,65.09,83.133,104.571,25.526,38.164,34.559,49.265,55.032,40.11,44.149,30.531,33.868,49.538,2.493,2.265,3.275,2.953,2.019
United States of America,2058,65.795,82.498,65.27,83.428,104.894,25.419,38.054,34.462,49.234,54.996,40.376,44.444,30.809,34.193,49.898,2.477,2.25,3.246,2.925,2.004
United States of America,2059,65.899,82.589,65.484,83.76,105.096,25.309,37.916,34.363,49.202,54.915,40.59,44.674,31.12,34.557,50.18,2.464,2.238,3.213,2.894,1.993
United States of America,2060,65.963,82.611,65.749,84.144,105.192,25.199,37.757,34.271,49.172,54.793,40.764,44.853,31.478,34.972,50.4,2.453,2.23,3.177,2.859,1.984
United States of America,2061,66.005,82.585,66.023,84.517,105.205,25.096,37.59,34.18,49.127,54.635,40.909,44.995,31.842,35.389,50.569,2.444,2.222,3.14,2.826,1.977
United States of America,2062,66.045,82.539,66.245,84.805,105.163,25.006,37.423,34.083,49.052,54.456,41.039,45.116,32.162,35.753,50.707,2.437,2.217,3.109,2.797,1.972
United States of America,2063,66.113,82.511,66.413,85.002,105.114,24.935,37.267,33.98,48.946,54.267,41.179,45.244,32.433,36.056,50.847,2.428,2.21,3.083,2.773,1.967
United States of America,2064,66.233,82.536,66.533,85.11,105.097,24.884,37.132,33.876,48.81,54.081,41.349,45.404,32.656,36.299,51.016,2.418,2.202,3.062,2.755,1.96
United States of America,2065,66.429,82.644,66.61,85.143,105.157,24.859,37.024,33.774,48.654,53.914,41.57,45.62,32.836,36.489,51.243,2.406,2.192,3.045,2.741,1.951
United States of America,2066,66.685,82.826,66.662,85.128,105.288,24.855,36.945,33.679,48.49,53.771,41.83,45.88,32.983,36.638,51.517,2.391,2.18,3.032,2.729,1.941
United States of America,2067,66.976,83.055,66.711,85.09,105.456,24.87,36.895,33.601,48.329,53.647,42.106,46.16,33.11,36.761,51.809,2.375,2.166,3.02,2.72,1.93
United States of America,2068,67.334,83.373,66.781,85.065,105.719,24.907,36.879,33.542,48.182,53.559,42.427,46.494,33.239,36.883,52.16,2.357,2.151,3.009,2.711,1.917
United States of America,2069,67.77,83.794,66.892,85.081,106.099,24.965,36.9,33.507,48.057,53.514,42.806,46.894,33.386,37.024,52.585,2.336,2.132,2.995,2.701,1.902
United States of America,2070,68.274,84.306,67.07,85.171,106.583,25.041,36.954,33.498,47.961,53.507,43.233,47.352,33.572,37.209,53.076,2.313,2.112,2.979,2.687,1.884
United States of America,2071,68.856,84.923,67.299,85.324,107.2,25.134,37.041,33.51,47.895,53.549,43.722,47.883,33.789,37.429,53.651,2.287,2.088,2.96,2.672,1.864
United States of America,2072,69.504,85.635,67.554,85.517,107.941,25.239,37.157,33.538,47.855,53.639,44.265,48.477,34.016,37.662,54.302,2.259,2.063,2.94,2.655,1.842
United States of America,2073,70.151,86.357,67.865,85.786,108.707,25.346,37.285,33.585,47.846,53.749,44.805,49.073,34.28,37.94,54.958,2.232,2.038,2.917,2.636,1.82
United States of America,2074,70.738,87.02,68.245,86.15,109.411,25.444,37.406,33.651,47.875,53.857,45.294,49.614,34.593,38.275,55.554,2.208,2.016,2.891,2.613,1.8
United States of America,2075,71.237,87.592,68.679,86.594,110.016,25.528,37.517,33.734,47.938,53.955,45.709,50.075,34.945,38.656,56.061,2.188,1.997,2.862,2.587,1.784
United States of America,2076,71.66,88.083,69.183,87.136,110.539,25.598,37.615,33.835,48.037,54.044,46.062,50.469,35.348,39.099,56.494,2.171,1.981,2.829,2.558,1.77
United States of America,2077,72.042,88.536,69.749,87.768,111.028,25.658,37.705,33.948,48.166,54.133,46.384,50.831,35.801,39.602,56.895,2.156,1.967,2.793,2.525,1.758
United States of America,2078,72.392,88.961,70.316,88.41,111.496,25.708,37.79,34.062,48.304,54.223,46.684,51.171,36.254,40.106,57.273,2.142,1.954,2.758,2.493,1.746
United States of America,2079,72.727,89.377,70.825,88.994,111.968,25.749,37.871,34.161,48.431,54.318,46.977,51.506,36.664,40.563,57.65,2.129,1.942,2.728,2.465,1.735
United States of America,2080,73.048,89.784,71.252,89.491,112.446,25.78,37.944,34.239,48.536,54.416,47.268,51.84,37.013,40.955,58.03,2.116,1.929,2.702,2.442,1.723
United States of America,2081,73.321,90.14,71.604,89.913,112.879,25.795,38.002,34.297,48.625,54.506,47.526,52.138,37.307,41.288,58.374,2.104,1.918,2.68,2.422,1.713
United States of America,2082,73.524,90.417,71.916,90.295,113.228,25.791,38.037,34.341,48.704,54.573,47.733,52.38,37.575,41.592,58.655,2.095,1.909,2.661,2.404,1.705
United States of America,2083,73.659,90.615,72.2,90.652,113.487,25.768,38.048,34.372,48.771,54.613,47.891,52.567,37.827,41.881,58.874,2.088,1.902,2.644,2.388,1.699
United States of America,2084,73.741,90.749,72.472,91.003,113.677,25.731,38.039,34.394,48.834,54.63,48.011,52.711,38.078,42.169,59.046,2.083,1.897,2.626,2.371,1.694
United States of America,2085,73.761,90.805,72.741,91.353,113.772,25.676,38.004,34.406,48.888,54.615,48.085,52.801,38.335,42.466,59.157,2.08,1.894,2.609,2.355,1.69
United States of America,2086,73.753,90.821,72.978,91.669,113.824,25.613,37.953,34.404,48.927,54.583,48.14,52.868,38.574,42.742,59.242,2.077,1.891,2.592,2.34,1.688
United States of America,2087,73.789,90.881,73.154,91.919,113.94,25.556,37.904,34.384,48.947,54.564,48.233,52.977,38.77,42.972,59.377,2.073,1.888,2.579,2.327,1.684
United States of America,2088,73.828,90.932,73.265,92.093,114.052,25.498,37.847,34.345,48.944,54.539,48.33,53.085,38.92,43.149,59.513,2.069,1.884,2.569,2.318,1.68
United States of America,2089,73.848,90.95,73.33,92.209,114.119,25.439,37.779,34.293,48.92,54.497,48.409,53.171,39.037,43.289,59.622,2.066,1.881,2.562,2.31,1.677
United States of America,2090,73.882,90.974,73.336,92.248,114.188,25.383,37.708,34.225,48.87,54.447,48.499,53.266,39.111,43.378,59.741,2.062,1.877,2.557,2.305,1.674
United States of America,2091,73.924,91,73.316,92.248,114.252,25.33,37.635,34.15,48.804,54.39,48.595,53.366,39.166,43.444,59.862,2.058,1.874,2.553,2.302,1.671
United States of America,2092,73.971,91.028,73.339,92.292,114.307,25.28,37.563,34.085,48.746,54.326,48.691,53.465,39.255,43.547,59.98,2.054,1.87,2.547,2.296,1.667
United States of America,2093,74.028,91.065,73.367,92.33,114.356,25.235,37.495,34.022,48.682,54.257,48.792,53.569,39.345,43.648,60.1,2.049,1.867,2.542,2.291,1.664
United States of America,2094,74.096,91.11,73.373,92.329,114.405,25.197,37.433,33.959,48.606,54.185,48.898,53.677,39.414,43.723,60.22,2.045,1.863,2.537,2.287,1.661
United States of America,2095,74.179,91.166,73.381,92.324,114.455,25.169,37.377,33.899,48.529,54.113,49.009,53.789,39.482,43.796,60.342,2.04,1.859,2.533,2.283,1.657
United States of America,2096,74.279,91.236,73.395,92.317,114.513,25.151,37.327,33.845,48.451,54.043,49.128,53.908,39.55,43.866,60.47,2.035,1.855,2.528,2.28,1.654
United States of America,2097,74.396,91.32,73.412,92.309,114.582,25.142,37.287,33.797,48.376,53.979,49.253,54.033,39.615,43.932,60.603,2.03,1.851,2.524,2.276,1.65
United States of America,2098,74.53,91.422,73.434,92.303,114.671,25.143,37.255,33.754,48.307,53.925,49.387,54.167,39.679,43.996,60.745,2.025,1.846,2.52,2.273,1.646
United States of America,2099,74.679,91.542,73.464,92.304,114.777,25.151,37.233,33.719,48.242,53.88,49.528,54.309,39.745,44.062,60.897,2.019,1.841,2.516,2.27,1.642
United States of America,2100,74.845,91.687,73.508,92.314,114.904,25.165,37.223,33.693,48.183,53.843,49.679,54.465,39.816,44.131,61.061,2.013,1.836,2.512,2.266,1.638
