Country,Year,0,0-4,0-14,0-19,0-24,1-4,5-14,15+,15-24,15-49,15-59,15-64,20+,20-64,20-69,25+,25-69,40+,50+,60+,65+,70+,80+,90+,100+
Germany,2060,0.753,0.921,1.152,1.5,2.015,0.169,0.231,1069.746,0.863,11.498,32.105,54.112,1069.398,53.764,86.563,1068.883,86.048,1065.49,1058.248,1037.641,1015.634,982.835,868.64,540.189,36.452
Germany,2061,0.733,0.897,1.125,1.47,1.978,0.164,0.228,1053.82,0.853,11.34,31.709,53.039,1053.475,52.694,83.968,1052.967,83.46,1049.673,1042.48,1022.111,1000.781,969.507,857.131,537.681,38.661
Germany,2062,0.715,0.876,1.1,1.443,1.946,0.161,0.224,1038.113,0.846,11.205,31.473,51.982,1037.77,51.639,81.956,1037.267,81.453,1034.056,1026.908,1006.64,986.131,955.814,845.589,531.464,40.843
Germany,2063,0.697,0.854,1.074,1.414,1.912,0.157,0.22,1020.969,0.838,11.045,31.232,50.972,1020.629,50.632,80.053,1020.131,79.555,1016.992,1009.924,989.737,969.997,940.576,832.785,520.25,43.022
Germany,2064,0.681,0.833,1.048,1.385,1.878,0.153,0.215,1004.138,0.83,10.87,30.957,50.139,1003.801,49.802,78.341,1003.308,77.848,1000.236,993.268,973.181,953.999,925.46,820.103,507.035,45.18
Germany,2065,0.665,0.813,1.023,1.356,1.844,0.148,0.21,987.722,0.821,10.659,30.622,49.355,987.389,49.022,76.739,986.901,76.251,983.895,977.063,957.1,938.367,910.65,808.02,493.886,46.933
Germany,2066,0.651,0.796,1.002,1.331,1.814,0.145,0.206,973.396,0.812,10.432,30.312,48.771,973.067,48.442,75.248,972.584,74.765,969.638,962.964,943.084,924.625,897.819,798.045,482.399,48.326
Germany,2067,0.637,0.779,0.981,1.306,1.785,0.142,0.202,961.615,0.804,10.197,29.99,48.396,961.29,48.071,73.803,960.811,73.324,957.92,951.418,931.625,913.219,887.487,790.736,473.66,49.416
Germany,2068,0.626,0.766,0.963,1.283,1.758,0.139,0.197,952.311,0.795,9.96,29.613,48.063,951.991,47.743,72.503,951.516,72.028,948.676,942.351,922.698,904.248,879.488,786.222,467.551,50.099
Germany,2069,0.615,0.752,0.945,1.26,1.73,0.136,0.193,944.243,0.785,9.722,29.224,47.633,943.928,47.318,71.351,943.458,70.881,940.666,934.521,915.019,896.61,872.577,783.212,463.591,50.318
Germany,2070,0.604,0.738,0.926,1.235,1.7,0.135,0.188,938.35,0.774,9.49,28.846,47.153,938.041,46.844,70.318,937.576,69.853,934.829,928.86,909.504,891.197,867.723,782.389,463.24,49.877
Germany,2071,0.595,0.726,0.91,1.213,1.672,0.131,0.184,934.417,0.762,9.25,28.485,46.668,934.114,46.365,69.472,933.655,69.013,930.947,925.167,905.932,887.749,864.642,783.07,465.99,49.059
Germany,2072,0.586,0.715,0.894,1.191,1.644,0.129,0.179,932.128,0.75,9.025,28.125,46.116,931.831,45.819,68.801,931.378,68.348,928.708,923.103,904.003,886.012,863.03,784.575,470.502,47.849
Germany,2073,0.578,0.706,0.882,1.173,1.619,0.127,0.176,931.021,0.737,8.842,27.738,45.489,930.73,45.198,68.172,930.284,67.726,927.649,922.179,903.283,885.532,862.558,786.915,475.976,46.097
Germany,2074,0.57,0.695,0.866,1.15,1.588,0.125,0.171,930.001,0.722,8.659,27.268,44.824,929.717,44.54,67.391,929.279,66.953,926.68,921.342,902.733,885.177,862.326,789.211,481.644,44.627
Germany,2075,0.562,0.686,0.854,1.132,1.562,0.124,0.168,929.504,0.708,8.492,26.756,44.221,929.226,43.943,66.62,928.796,66.19,926.227,921.012,902.748,885.283,862.606,791.535,487.885,43.886
Germany,2076,0.556,0.678,0.842,1.113,1.535,0.123,0.164,929.208,0.693,8.332,26.175,43.635,928.937,43.364,65.84,928.515,65.418,925.975,920.876,903.033,885.573,863.097,793.998,495.406,43.954
Germany,2077,0.548,0.668,0.829,1.094,1.507,0.119,0.161,928.438,0.678,8.175,25.541,43.045,928.173,42.78,64.976,927.76,64.563,925.25,920.263,902.897,885.393,863.197,796.106,504.147,44.801
Germany,2078,0.541,0.66,0.818,1.077,1.482,0.118,0.158,926.723,0.664,8.029,24.903,42.405,926.464,42.146,64.006,926.059,63.601,923.578,918.694,901.82,884.318,862.458,797.102,513.732,46.024
Germany,2079,0.533,0.65,0.805,1.058,1.454,0.117,0.155,923.16,0.649,7.881,24.254,41.647,922.907,41.394,62.981,922.511,62.585,920.061,915.279,898.906,881.513,859.926,796.074,522.716,47.443
Germany,2080,0.527,0.643,0.795,1.042,1.43,0.117,0.152,919.899,0.635,7.759,23.681,40.878,919.652,40.631,62.103,919.264,61.715,916.841,912.14,896.218,879.021,857.549,794.874,531.627,49.401
Germany,2081,0.52,0.634,0.784,1.026,1.405,0.114,0.15,914.771,0.621,7.637,23.054,39.965,914.529,39.723,61.156,914.15,60.777,911.757,907.134,891.717,874.806,853.373,791.701,537.954,51.569
Germany,2082,0.513,0.626,0.775,1.012,1.384,0.112,0.149,908.935,0.609,7.532,22.504,39.035,908.698,38.798,60.274,908.326,59.902,905.961,901.403,886.431,869.9,848.424,787.353,540.718,53.475
Germany,2083,0.505,0.616,0.762,0.995,1.358,0.111,0.146,900.446,0.596,7.418,22.016,38.021,900.213,37.788,59.192,899.85,58.829,897.518,893.028,878.43,862.425,841.021,780.598,540.806,55.011
Germany,2084,0.497,0.607,0.751,0.979,1.334,0.11,0.144,891.799,0.583,7.315,21.58,37.077,891.571,36.849,58.097,891.216,57.742,888.917,884.484,870.219,854.722,833.474,773.616,539.358,56.248
Germany,2085,0.489,0.597,0.739,0.963,1.311,0.109,0.142,882.1,0.572,7.217,21.155,36.168,881.876,35.944,56.881,881.528,56.533,879.264,874.883,860.945,845.932,824.995,765.698,536.023,57.527
Germany,2086,0.48,0.587,0.727,0.947,1.288,0.106,0.14,870.813,0.561,7.11,20.718,35.183,870.593,34.963,55.485,870.252,55.144,868.028,863.703,850.095,835.63,815.108,756.382,531.742,59.179
Germany,2087,0.473,0.578,0.717,0.934,1.268,0.105,0.139,860.479,0.551,7.022,20.346,34.35,860.262,34.133,54.155,859.928,53.821,857.74,853.457,840.133,826.129,806.107,747.836,528.266,61.276
Germany,2088,0.464,0.567,0.704,0.917,1.244,0.104,0.137,848.753,0.54,6.918,19.951,33.598,848.54,33.385,52.723,848.213,52.396,846.068,841.835,828.802,815.155,795.817,738.349,523.535,63.598
Germany,2089,0.455,0.556,0.691,0.901,1.222,0.101,0.135,836.815,0.531,6.812,19.562,32.857,836.605,32.647,51.28,836.284,50.959,834.184,830.003,817.253,803.958,785.325,728.751,517.635,65.651
Germany,2090,0.447,0.547,0.68,0.888,1.205,0.099,0.133,827.776,0.525,6.735,19.281,32.283,827.568,32.075,50.135,827.251,49.818,825.187,821.041,808.495,795.493,777.433,721.438,512.544,67.413
Germany,2091,0.439,0.537,0.668,0.873,1.184,0.098,0.131,817.716,0.516,6.632,18.954,31.62,817.511,31.415,48.79,817.2,48.479,815.18,811.084,798.762,786.096,768.721,713.49,506.391,68.151
Germany,2092,0.429,0.525,0.654,0.856,1.161,0.096,0.129,807.869,0.507,6.514,18.606,30.922,807.667,30.72,47.442,807.362,47.137,805.392,801.355,789.263,776.947,760.225,705.959,499.693,67.62
Germany,2093,0.421,0.516,0.643,0.843,1.145,0.094,0.127,801.199,0.502,6.43,18.366,30.406,800.999,30.206,46.512,800.697,46.21,798.764,794.769,782.833,770.793,754.487,701.093,494.448,67.002
Germany,2094,0.413,0.505,0.63,0.828,1.126,0.092,0.125,794.852,0.496,6.329,18.098,29.853,794.654,29.655,45.527,794.356,45.229,792.464,788.523,776.754,764.999,749.127,696.901,490.516,66.379
Germany,2095,0.405,0.495,0.618,0.813,1.107,0.09,0.123,790.618,0.489,6.229,17.857,29.367,790.423,29.172,44.632,790.129,44.338,788.276,784.389,772.761,761.251,745.791,694.812,488.568,65.823
Germany,2096,0.397,0.486,0.607,0.8,1.09,0.089,0.121,787.051,0.483,6.122,17.606,28.884,786.858,28.691,43.728,786.568,43.438,784.755,780.929,769.445,758.167,743.13,693.64,487.6,65.845
Germany,2097,0.389,0.476,0.595,0.785,1.072,0.087,0.119,784.824,0.477,6.012,17.357,28.426,784.634,28.236,42.862,784.347,42.575,782.572,778.812,767.467,756.398,741.772,693.903,488.43,66.56
Germany,2098,0.382,0.467,0.584,0.772,1.055,0.085,0.117,783.207,0.471,5.894,17.093,27.961,783.019,27.773,41.992,782.736,41.709,781,777.313,766.114,755.246,741.027,694.853,490.877,67.095
Germany,2099,0.376,0.459,0.574,0.759,1.039,0.083,0.115,784.334,0.465,5.788,16.872,27.582,784.149,27.397,41.273,783.869,40.993,782.166,778.546,767.462,756.752,742.876,698.206,494.976,67.211
Germany,2100,0.368,0.45,0.562,0.744,1.02,0.083,0.112,785.127,0.458,5.671,16.615,27.159,784.945,26.977,40.508,784.669,40.232,782.999,779.456,768.512,757.968,744.437,701.343,499.223,67.38
Netherlands,2024,0.529,0.616,0.725,0.902,1.199,0.088,0.109,166.051,0.474,4.497,13.073,21.682,165.874,21.505,33.044,165.577,32.747,164.046,161.554,152.978,144.369,132.83,92.237,33.001,1.386
Netherlands,2025,0.523,0.608,0.713,0.886,1.176,0.084,0.105,168.403,0.463,4.45,12.752,21.358,168.23,21.185,32.788,167.94,32.498,166.414,163.953,155.651,147.045,135.442,94.373,33.826,1.428
Netherlands,2026,0.513,0.594,0.695,0.862,1.143,0.082,0.101,170.613,0.448,4.396,12.416,20.942,170.446,20.775,32.415,170.165,32.134,168.653,166.217,158.197,149.671,138.031,97.293,34.68,1.462
Netherlands,2027,0.504,0.583,0.682,0.845,1.118,0.079,0.099,173.232,0.436,4.357,12.121,20.53,173.069,20.367,32.064,172.796,31.791,171.299,168.875,161.111,152.702,141.005,101.23,35.588,1.494
Netherlands,2028,0.494,0.57,0.665,0.823,1.087,0.077,0.095,175.814,0.422,4.312,11.807,20.062,175.656,19.904,31.632,175.392,31.368,173.913,171.502,164.007,155.752,144.024,104.923,36.662,1.536
Netherlands,2029,0.483,0.557,0.649,0.801,1.057,0.073,0.092,178.364,0.408,4.26,11.443,19.536,178.212,19.384,31.107,177.956,30.851,176.499,174.104,166.921,158.828,147.105,108.387,37.916,1.584
Netherlands,2030,0.473,0.545,0.635,0.782,1.031,0.073,0.09,181.193,0.396,4.208,11.073,19.03,181.046,18.883,30.579,180.797,30.33,179.365,176.985,170.12,162.163,150.467,111.86,39.291,1.639
Netherlands,2031,0.462,0.532,0.619,0.762,1.005,0.071,0.087,184.081,0.386,4.154,10.732,18.552,183.938,18.409,29.994,183.695,29.751,182.293,179.927,173.349,165.529,153.944,115.291,40.593,1.7
Netherlands,2032,0.45,0.518,0.603,0.741,0.976,0.067,0.085,186.781,0.373,4.097,10.417,18.06,186.643,17.922,29.303,186.408,29.068,185.036,182.684,176.364,168.721,157.34,118.688,41.832,1.761
Netherlands,2033,0.436,0.502,0.584,0.719,0.946,0.066,0.082,189.478,0.362,4.043,10.168,17.561,189.343,17.426,28.565,189.116,28.338,187.775,185.435,179.31,171.917,160.778,122.134,43.384,1.818
Netherlands,2034,0.424,0.487,0.567,0.699,0.919,0.062,0.08,192.258,0.352,3.99,9.986,17.024,192.126,16.892,27.801,191.906,27.581,190.596,188.268,182.272,175.234,164.325,125.587,45.293,1.873
Netherlands,2035,0.411,0.472,0.55,0.679,0.892,0.061,0.078,194.976,0.342,3.931,9.843,16.462,194.847,16.333,27.031,194.634,26.818,193.353,191.045,185.133,178.514,167.816,129.008,47.105,1.937
Netherlands,2036,0.397,0.456,0.531,0.657,0.864,0.059,0.075,197.608,0.333,3.867,9.727,15.944,197.482,15.818,26.302,197.275,26.095,196.023,193.741,187.881,181.664,171.18,132.42,50.159,2.005
Netherlands,2037,0.386,0.443,0.516,0.64,0.842,0.057,0.073,200.462,0.326,3.81,9.648,15.535,200.338,15.411,25.666,200.136,25.464,198.909,196.652,190.814,184.927,174.672,135.974,54.411,2.077
Netherlands,2038,0.372,0.427,0.498,0.62,0.817,0.055,0.071,202.57,0.319,3.735,9.53,15.16,202.448,15.038,24.925,202.251,24.728,201.059,198.835,193.04,187.41,177.523,139.138,57.904,2.172
Netherlands,2039,0.362,0.415,0.484,0.604,0.797,0.053,0.069,205.106,0.313,3.675,9.452,14.935,204.986,14.815,24.233,204.793,24.04,203.632,201.431,195.654,190.171,180.753,142.556,60.792,2.288
Netherlands,2040,0.349,0.4,0.467,0.584,0.773,0.051,0.067,206.861,0.306,3.591,9.322,14.707,206.744,14.59,23.417,206.555,23.228,205.432,203.27,197.539,192.154,183.327,145.54,63.098,2.408
Netherlands,2041,0.338,0.387,0.452,0.566,0.752,0.048,0.065,208.903,0.3,3.514,9.215,14.563,208.789,14.449,22.739,208.603,22.553,207.513,205.389,199.688,194.34,186.05,148.714,65.081,2.505
Netherlands,2042,0.328,0.375,0.438,0.549,0.733,0.047,0.063,210.824,0.295,3.439,9.123,14.44,210.713,14.329,22.164,210.529,21.98,209.47,207.385,201.701,196.384,188.549,151.842,66.937,2.595
Netherlands,2043,0.318,0.364,0.426,0.535,0.715,0.046,0.062,212.603,0.289,3.367,9.042,14.319,212.494,14.21,21.718,212.314,21.538,211.282,209.236,203.561,198.284,190.776,154.911,68.731,2.735
Netherlands,2044,0.308,0.352,0.412,0.519,0.696,0.045,0.06,214.032,0.284,3.288,8.937,14.168,213.925,14.061,21.343,213.748,21.166,212.748,210.744,205.095,199.864,192.582,157.847,70.363,2.92
Netherlands,2045,0.3,0.342,0.4,0.505,0.678,0.042,0.058,215.639,0.278,3.218,8.834,14.024,215.534,13.919,21.082,215.361,20.909,214.387,212.421,206.805,201.615,194.452,160.862,72.008,3.068
Netherlands,2046,0.292,0.333,0.39,0.494,0.663,0.041,0.057,217.185,0.273,3.154,8.721,13.873,217.081,13.769,20.873,216.912,20.704,215.961,214.031,208.464,203.312,196.208,163.732,73.758,3.409
Netherlands,2047,0.284,0.323,0.378,0.48,0.645,0.04,0.055,218.45,0.267,3.085,8.583,13.715,218.348,13.613,20.647,218.183,20.482,217.254,215.365,209.867,204.735,197.701,166.36,75.629,3.88
Netherlands,2048,0.277,0.316,0.369,0.469,0.631,0.038,0.053,219.944,0.262,3.014,8.455,13.591,219.844,13.491,20.46,219.682,20.298,218.775,216.93,211.489,206.353,199.384,169.119,77.7,4.143
Netherlands,2049,0.271,0.308,0.359,0.457,0.617,0.037,0.051,221.389,0.258,2.939,8.322,13.456,221.291,13.358,20.266,221.131,20.106,220.246,218.45,213.067,207.933,201.025,171.979,80.015,4.273
Netherlands,2050,0.265,0.301,0.351,0.447,0.604,0.036,0.05,222.548,0.253,2.857,8.158,13.285,222.452,13.189,20.022,222.295,19.865,221.431,219.691,214.39,209.263,202.43,174.705,82.446,4.349
Netherlands,2051,0.259,0.294,0.342,0.435,0.589,0.035,0.048,223.683,0.247,2.775,7.981,13.1,223.59,13.007,19.772,223.436,19.618,222.592,220.908,215.702,210.583,203.818,177.275,85.069,4.409
Netherlands,2052,0.253,0.287,0.333,0.424,0.575,0.035,0.046,224.443,0.242,2.698,7.798,12.883,224.352,12.792,19.513,224.201,19.362,223.375,221.745,216.645,211.56,204.839,179.366,87.801,4.509
Netherlands,2053,0.248,0.281,0.327,0.416,0.565,0.034,0.046,225.346,0.238,2.63,7.639,12.691,225.257,12.602,19.315,225.108,19.166,224.297,222.716,217.707,212.655,205.942,181.228,90.66,4.646
Netherlands,2054,0.243,0.275,0.319,0.405,0.551,0.032,0.044,226.003,0.232,2.56,7.476,12.485,225.917,12.399,19.097,225.771,18.951,224.975,223.443,218.527,213.518,206.82,182.624,93.59,4.79
Netherlands,2055,0.238,0.27,0.313,0.397,0.54,0.032,0.043,226.493,0.227,2.5,7.331,12.264,226.409,12.18,18.873,226.266,18.73,225.483,223.993,219.162,214.229,207.536,183.653,96.361,4.957
Netherlands,2056,0.233,0.264,0.305,0.387,0.527,0.031,0.041,226.44,0.222,2.439,7.183,12.004,226.358,11.922,18.596,226.218,18.456,225.449,224.001,219.257,214.436,207.762,184.1,98.651,5.154
Netherlands,2057,0.228,0.259,0.3,0.379,0.515,0.03,0.041,226.013,0.215,2.379,7.028,11.74,225.934,11.661,18.286,225.798,18.15,225.042,223.634,218.985,214.273,207.648,184.161,100.579,5.374
Netherlands,2058,0.224,0.253,0.292,0.369,0.502,0.03,0.039,225.505,0.21,2.326,6.875,11.505,225.428,11.428,18.003,225.295,17.87,224.552,223.179,218.63,214,207.425,184.047,102.366,5.612
Netherlands,2059,0.219,0.248,0.286,0.361,0.491,0.029,0.038,224.355,0.205,2.268,6.69,11.244,224.28,11.169,17.665,224.15,17.535,223.421,222.087,217.665,213.111,206.615,183.411,104.257,5.877
Netherlands,2060,0.215,0.243,0.281,0.354,0.481,0.029,0.038,223.352,0.2,2.219,6.516,11.031,223.279,10.958,17.35,223.152,17.223,222.434,221.133,216.836,212.321,205.929,182.826,106.246,6.146
Netherlands,2061,0.21,0.238,0.274,0.345,0.468,0.028,0.036,221.653,0.194,2.165,6.325,10.792,221.582,10.721,16.949,221.459,16.826,220.757,219.488,215.328,210.861,204.633,181.726,107.641,6.426
Netherlands,2062,0.205,0.232,0.268,0.337,0.457,0.026,0.036,219.731,0.189,2.117,6.149,10.548,219.662,10.479,16.55,219.542,16.43,218.857,217.614,213.582,209.183,203.112,180.362,108.38,6.718
Netherlands,2063,0.201,0.227,0.262,0.33,0.447,0.026,0.035,217.867,0.185,2.076,5.985,10.302,217.799,10.234,16.184,217.682,16.067,217.01,215.791,211.882,207.565,201.615,178.957,108.327,7.003
Netherlands,2064,0.196,0.221,0.255,0.321,0.435,0.026,0.034,215.734,0.18,2.032,5.815,10.019,215.668,9.953,15.795,215.554,15.681,214.895,213.702,209.919,205.715,199.873,177.374,107.522,7.292
Netherlands,2065,0.191,0.216,0.249,0.313,0.424,0.025,0.033,213.635,0.175,1.989,5.659,9.725,213.571,9.661,15.421,213.46,15.31,212.815,211.646,207.976,203.91,198.15,175.872,106.29,7.536
Netherlands,2066,0.186,0.211,0.244,0.307,0.415,0.025,0.033,211.767,0.171,1.95,5.517,9.448,211.704,9.385,15.078,211.596,14.97,210.964,209.817,206.25,202.319,196.626,174.605,104.873,7.699
Netherlands,2067,0.182,0.206,0.238,0.3,0.405,0.025,0.032,210.084,0.167,1.912,5.385,9.194,210.022,9.132,14.732,209.917,14.627,209.298,208.172,204.699,200.89,195.29,173.564,103.51,7.824
Netherlands,2068,0.177,0.201,0.232,0.293,0.396,0.023,0.031,208.548,0.164,1.873,5.25,8.934,208.487,8.873,14.349,208.384,14.246,207.78,206.675,203.298,199.614,194.138,172.723,102.368,7.967
Netherlands,2069,0.173,0.196,0.227,0.286,0.386,0.023,0.031,207.351,0.159,1.835,5.116,8.682,207.292,8.623,13.945,207.192,13.845,206.602,205.516,202.235,198.669,193.347,172.236,101.59,8.207
Netherlands,2070,0.169,0.191,0.221,0.279,0.377,0.023,0.03,206.537,0.156,1.798,4.988,8.449,206.479,8.391,13.528,206.381,13.43,205.805,204.739,201.549,198.088,192.951,172.207,101.328,8.466
Netherlands,2071,0.164,0.186,0.215,0.272,0.368,0.021,0.029,206.15,0.153,1.755,4.868,8.229,206.093,8.172,13.123,205.997,13.027,205.436,204.395,201.282,197.921,192.97,172.657,101.554,8.611
Netherlands,2072,0.16,0.181,0.21,0.266,0.36,0.02,0.029,206.15,0.15,1.714,4.76,8.023,206.094,7.967,12.749,206,12.655,205.453,204.436,201.39,198.127,193.345,173.485,101.997,8.635
Netherlands,2073,0.156,0.177,0.204,0.259,0.351,0.02,0.027,206.744,0.147,1.68,4.671,7.837,206.689,7.782,12.408,206.597,12.316,206.063,205.064,202.073,198.907,194.281,174.812,102.718,8.52
Netherlands,2074,0.152,0.172,0.199,0.253,0.343,0.02,0.027,207.451,0.144,1.646,4.574,7.637,207.397,7.583,12.053,207.307,11.963,206.787,205.805,202.877,199.814,195.344,176.315,103.804,8.341
Netherlands,2075,0.148,0.167,0.194,0.247,0.336,0.019,0.027,208.274,0.142,1.61,4.475,7.438,208.221,7.385,11.709,208.132,11.62,207.625,206.664,203.799,200.836,196.512,177.94,105.277,8.176
Netherlands,2076,0.145,0.164,0.19,0.242,0.329,0.019,0.026,209.715,0.139,1.577,4.392,7.275,209.663,7.223,11.423,209.576,11.336,209.081,208.138,205.323,202.44,198.24,180.027,107.226,8.068
Netherlands,2077,0.141,0.16,0.185,0.236,0.321,0.019,0.025,211.089,0.136,1.544,4.304,7.115,211.038,7.064,11.132,210.953,11.047,210.469,209.545,206.785,203.974,199.906,182.108,109.412,8.057
Netherlands,2078,0.138,0.156,0.181,0.231,0.315,0.018,0.025,212.518,0.134,1.509,4.218,6.967,212.468,6.917,10.848,212.384,10.764,211.913,211.009,208.3,205.551,201.62,184.289,111.712,8.145
Netherlands,2079,0.134,0.152,0.176,0.225,0.307,0.018,0.024,213.798,0.131,1.471,4.127,6.812,213.749,6.763,10.553,213.667,10.471,213.208,212.327,209.671,206.986,203.196,186.413,114.08,8.314
Netherlands,2080,0.131,0.148,0.172,0.22,0.3,0.018,0.024,215.294,0.128,1.438,4.048,6.675,215.246,6.627,10.294,215.166,10.214,214.717,213.856,211.246,208.619,204.952,188.722,116.789,8.567
Netherlands,2081,0.128,0.145,0.168,0.215,0.294,0.017,0.023,216.523,0.126,1.403,3.949,6.53,216.476,6.483,10.031,216.397,9.952,215.959,215.12,212.574,209.993,206.445,190.803,119.63,8.859
Netherlands,2082,0.125,0.141,0.163,0.208,0.285,0.017,0.022,217.444,0.122,1.362,3.837,6.372,217.399,6.327,9.765,217.322,9.688,216.896,216.082,213.607,211.072,207.634,192.571,122.308,9.094
Netherlands,2083,0.122,0.138,0.16,0.204,0.279,0.016,0.022,218.482,0.119,1.327,3.751,6.236,218.438,6.192,9.542,218.363,9.467,217.947,217.155,214.731,212.246,208.896,194.376,124.865,9.306
Netherlands,2084,0.119,0.135,0.157,0.2,0.274,0.015,0.022,219.548,0.117,1.296,3.678,6.112,219.505,6.069,9.338,219.431,9.264,219.023,218.252,215.87,213.436,210.167,196.15,127.325,9.575
Netherlands,2085,0.117,0.132,0.152,0.194,0.266,0.014,0.02,220.092,0.114,1.26,3.589,5.968,220.05,5.926,9.108,219.978,9.036,219.58,218.832,216.503,214.124,210.942,197.424,129.373,9.907
Netherlands,2086,0.114,0.129,0.149,0.19,0.261,0.014,0.02,220.642,0.112,1.228,3.506,5.82,220.601,5.779,8.899,220.53,8.828,220.141,219.414,217.136,214.822,211.702,198.63,131.181,10.291
Netherlands,2087,0.112,0.126,0.146,0.186,0.255,0.014,0.02,220.809,0.109,1.195,3.417,5.66,220.769,5.62,8.676,220.7,8.607,220.32,219.614,217.392,215.149,212.093,199.465,132.801,10.691
Netherlands,2088,0.109,0.123,0.142,0.181,0.248,0.013,0.019,221.07,0.106,1.166,3.338,5.538,221.031,5.499,8.489,220.964,8.422,220.591,219.904,217.732,215.532,212.542,200.299,134.549,11.067
Netherlands,2089,0.107,0.12,0.139,0.177,0.242,0.013,0.019,220.774,0.103,1.133,3.244,5.398,220.736,5.36,8.266,220.671,8.201,220.307,219.641,217.53,215.376,212.47,200.673,136.315,11.45
Netherlands,2090,0.104,0.118,0.136,0.173,0.237,0.013,0.018,220.689,0.101,1.103,3.161,5.273,220.652,5.236,8.074,220.588,8.01,220.233,219.586,217.528,215.416,212.578,201.16,138.291,11.906
Netherlands,2091,0.102,0.115,0.132,0.168,0.23,0.013,0.017,219.931,0.098,1.07,3.064,5.122,219.895,5.086,7.827,219.833,7.765,219.488,218.861,216.867,214.809,212.068,201.041,139.907,12.381
Netherlands,2092,0.099,0.112,0.129,0.164,0.224,0.013,0.017,219.197,0.095,1.041,2.974,4.982,219.162,4.947,7.593,219.102,7.533,218.765,218.156,216.223,214.215,211.569,200.87,141.232,12.776
Netherlands,2093,0.096,0.109,0.126,0.16,0.219,0.013,0.017,218.345,0.093,1.014,2.887,4.844,218.311,4.81,7.387,218.252,7.328,217.923,217.331,215.458,213.501,210.924,200.534,142.435,13.104
Netherlands,2094,0.094,0.106,0.123,0.156,0.213,0.012,0.017,217.362,0.09,0.986,2.799,4.704,217.329,4.671,7.186,217.272,7.129,216.952,216.376,214.563,212.658,210.143,200.06,143.486,13.413
Netherlands,2095,0.092,0.104,0.119,0.151,0.206,0.012,0.015,216.291,0.087,0.958,2.715,4.568,216.259,4.536,6.989,216.204,6.934,215.893,215.333,213.576,211.723,209.27,199.47,144.232,13.668
Netherlands,2096,0.089,0.101,0.116,0.147,0.201,0.012,0.015,214.9,0.085,0.933,2.632,4.429,214.869,4.398,6.783,214.815,6.729,214.512,213.967,212.268,210.471,208.086,198.576,144.661,13.882
Netherlands,2097,0.087,0.098,0.113,0.143,0.195,0.012,0.015,213.513,0.082,0.909,2.554,4.297,213.483,4.267,6.588,213.431,6.536,213.136,212.604,210.959,209.216,206.895,197.649,144.893,14.151
Netherlands,2098,0.084,0.095,0.11,0.139,0.19,0.012,0.015,211.853,0.08,0.884,2.475,4.161,211.824,4.132,6.384,211.773,6.333,211.486,210.969,209.378,207.692,205.44,196.454,144.909,14.537
Netherlands,2099,0.082,0.093,0.108,0.137,0.186,0.012,0.015,210.124,0.078,0.86,2.4,4.031,210.095,4.002,6.186,210.046,6.137,209.767,209.264,207.724,206.093,203.909,195.173,144.882,15.01
Netherlands,2100,0.08,0.09,0.104,0.132,0.18,0.011,0.014,208.355,0.076,0.837,2.328,3.904,208.327,3.876,5.991,208.279,5.943,208.008,207.518,206.027,204.451,202.336,193.842,144.764,15.512
United States of America,2024,18.094,21.642,26.516,36.918,56.905,3.549,4.874,3020.053,30.389,238.653,480.048,695.635,3009.651,685.233,955.917,2989.664,935.93,2890.877,2781.4,2540.005,2324.418,2053.734,1327.322,509.45,31.246
United States of America,2025,17.607,21.053,25.744,36.069,56.237,3.446,4.691,3064.254,30.493,238.345,473.965,685.114,3053.929,674.789,945.65,3033.761,925.482,2935.574,2825.909,2590.289,2379.14,2108.279,1361.763,522.424,32.841
United States of America,2026,17.147,20.514,25.042,35.187,55.574,3.368,4.528,3111.159,30.532,238.091,469.253,674.5,3101.014,664.355,935.127,3080.627,914.74,2983.014,2873.068,2641.906,2436.659,2165.887,1404.073,535.343,34.369
United States of America,2027,16.643,19.917,24.293,34.137,54.788,3.274,4.376,3156.984,30.495,237.335,464.916,663.325,3147.14,653.481,922.608,3126.489,901.957,3029.509,2919.649,2692.068,2493.659,2224.532,1456.774,548.459,35.981
United States of America,2028,16.236,19.429,23.674,33.194,54.056,3.193,4.245,3207.061,30.382,236.407,461.342,653.278,3197.541,643.758,909.905,3176.679,889.043,3080.351,2970.654,2745.719,2553.783,2287.636,1513.495,562.817,37.692
United States of America,2029,15.829,18.946,23.052,32.265,53.173,3.117,4.106,3256.203,30.121,235.054,457.107,643.01,3246.99,633.797,895.632,3226.082,874.724,3130.472,3021.149,2799.096,2613.193,2351.358,1569.825,577.472,39.312
United States of America,2030,15.447,18.491,22.458,31.424,52.207,3.044,3.967,3307.023,29.749,233.307,451.966,633.824,3298.057,624.858,880.979,3277.274,860.196,3182.466,3073.716,2855.057,2673.199,2417.078,1627.817,592.786,40.943
United States of America,2031,15.108,18.089,21.93,30.707,51.197,2.982,3.841,3362.246,29.267,231.566,447.236,626.857,3353.469,618.08,866.901,3332.979,846.411,3238.819,3130.68,2915.01,2735.389,2486.568,1689.225,611.817,42.437
United States of America,2032,14.764,17.681,21.4,29.986,50.021,2.917,3.719,3416.14,28.621,229.538,443.586,620.422,3407.554,611.836,852.229,3387.519,832.194,3293.786,3186.602,2972.554,2795.718,2555.325,1753.165,638.466,43.741
