Country,Year,Annual total dep. ratio [(0-14 & 65+) / 15-64] (%),Annual total dep. ratio [(0-19 & 65+) / 20-64] (%),Annual total dep. ratio [(0-19 & 70+) / 20-69] (%),Annual total dep. ratio [(0-24 & 70+) / 25-69] (%),Annual total dep. ratio [(0-24 & 65+) / 25-64] (%),Annual child dep. ratio [0-14 / 15-64] (%),Annual child dep. ratio [0-19 / 20-64] (%),Annual child dep. ratio [0-19 / 20-69] (%),Annual child dep. ratio [0-24 / 25-69] (%),Annual child dep. ratio [0-24 / 25-64] (%),Annual old-age dep. ratio [65+ / 15-64] (%),Annual old-age dep. ratio [65+ / 20-64] (%),Annual old-age dep. ratio [70+ / 20-69] (%),Annual old-age dep. ratio [70+ / 25-69] (%),Annual old-age dep. ratio [65+ / 25-64] (%),Annual potential support ratio [15-64/65+],Annual potential support ratio [20-64/65+],Annual potential support ratio [20-69/70+],Annual potential support ratio [25-69/70+],Annual potential support ratio [25-64/65+]
United States of America,1997,51.293,69.382,59.853,78.99,91.022,32.602,48.456,45.73,63.176,67.422,18.691,20.926,14.123,15.814,23.599,5.35,4.779,7.08,6.324,4.237
United States of America,1998,50.865,69.058,59.75,78.967,90.732,32.307,48.262,45.604,63.12,67.27,18.559,20.797,14.145,15.847,23.463,5.388,4.808,7.069,6.31,4.262
United States of America,1999,50.445,68.653,59.535,78.943,90.495,32.029,48.009,45.413,63.103,67.177,18.416,20.645,14.122,15.84,23.318,5.43,4.844,7.081,6.313,4.288
United States of America,2000,50.036,68.187,59.223,78.908,90.305,31.753,47.692,45.15,63.095,67.114,18.283,20.495,14.073,15.813,23.19,5.47,4.879,7.106,6.324,4.312
United States of America,2001,49.639,67.671,58.824,78.772,90.059,31.471,47.314,44.818,63.006,66.984,18.168,20.357,14.007,15.766,23.075,5.504,4.912,7.139,6.343,4.334
United States of America,2002,49.252,67.118,58.332,78.404,89.639,31.173,46.875,44.41,62.718,66.667,18.079,20.243,13.921,15.686,22.971,5.531,4.94,7.183,6.375,4.353
United States of America,2003,48.875,66.634,57.835,77.927,89.189,30.856,46.466,44.012,62.345,66.292,18.018,20.168,13.822,15.582,22.898,5.55,4.958,7.235,6.418,4.367
United States of America,2004,48.498,66.233,57.402,77.425,88.725,30.513,46.1,43.651,61.925,65.869,17.985,20.132,13.751,15.5,22.856,5.56,4.967,7.272,6.452,4.375
United States of America,2005,48.096,65.856,57.003,76.883,88.201,30.131,45.736,43.295,61.439,65.37,17.965,20.12,13.708,15.443,22.83,5.566,4.97,7.295,6.475,4.38
United States of America,2006,47.803,65.609,56.645,76.361,87.805,29.795,45.431,42.972,60.967,64.923,18.008,20.178,13.673,15.394,22.882,5.553,4.956,7.314,6.496,4.37
United States of America,2007,47.774,65.6,56.355,75.905,87.693,29.582,45.214,42.69,60.531,64.588,18.191,20.386,13.665,15.374,23.105,5.497,4.905,7.318,6.505,4.328
United States of America,2008,47.919,65.681,56.053,75.499,87.771,29.449,44.993,42.378,60.121,64.324,18.47,20.688,13.675,15.379,23.446,5.414,4.834,7.313,6.503,4.265
United States of America,2009,48.098,65.665,55.678,75.102,87.838,29.332,44.673,41.98,59.695,64.037,18.766,20.992,13.698,15.407,23.801,5.329,4.764,7.3,6.491,4.201
United States of America,2010,48.246,65.476,55.211,74.662,87.77,29.204,44.221,41.478,59.208,63.651,19.042,21.255,13.733,15.454,24.119,5.252,4.705,7.282,6.471,4.146
United States of America,2011,48.511,65.375,54.725,74.205,87.824,29.106,43.766,40.948,58.694,63.282,19.405,21.608,13.777,15.512,24.542,5.153,4.628,7.258,6.447,4.075
United States of America,2012,48.994,65.578,54.396,73.855,88.163,29.063,43.429,40.496,58.203,62.993,19.93,22.149,13.9,15.652,25.17,5.017,4.515,7.194,6.389,3.973
United States of America,2013,49.5,65.9,54.251,73.592,88.487,29.017,43.17,40.139,57.71,62.662,20.483,22.73,14.112,15.882,25.825,4.882,4.399,7.086,6.296,3.872
United States of America,2014,49.959,66.272,54.193,73.283,88.686,28.952,42.979,39.857,57.171,62.253,21.008,23.293,14.336,16.111,26.433,4.76,4.293,6.975,6.207,3.783
United States of America,2015,50.38,66.715,54.171,72.863,88.79,28.861,42.858,39.633,56.562,61.774,21.52,23.857,14.538,16.301,27.016,4.647,4.192,6.879,6.135,3.701
United States of America,2016,50.789,67.221,54.338,72.629,88.908,28.751,42.782,39.486,56.017,61.3,22.037,24.439,14.852,16.612,27.608,4.538,4.092,6.733,6.02,3.622
United States of America,2017,51.236,67.783,54.728,72.734,89.167,28.642,42.718,39.394,55.616,60.907,22.593,25.065,15.334,17.118,28.26,4.426,3.99,6.522,5.842,3.539
United States of America,2018,51.694,68.367,55.101,72.912,89.564,28.498,42.622,39.263,55.256,60.577,23.196,25.746,15.837,17.656,28.987,4.311,3.884,6.314,5.664,3.45
United States of America,2019,52.164,68.969,55.39,73.097,90.116,28.315,42.487,39.072,54.92,60.319,23.848,26.482,16.318,18.178,29.797,4.193,3.776,6.128,5.501,3.356
United States of America,2020,52.59,69.472,55.532,73.197,90.661,28.066,42.234,38.76,54.521,60.018,24.524,27.237,16.772,18.676,30.643,4.078,3.671,5.962,5.354,3.263
United States of America,2021,52.952,69.929,55.627,73.296,91.217,27.755,41.935,38.406,54.119,59.716,25.197,27.994,17.221,19.176,31.501,3.969,3.572,5.807,5.215,3.175
United States of America,2022,53.378,70.547,55.87,73.561,91.955,27.427,41.691,38.104,53.778,59.477,25.951,28.856,17.767,19.783,32.478,3.853,3.465,5.628,5.055,3.079
United States of America,2023,53.909,71.259,56.194,73.9,92.782,27.08,41.406,37.763,53.38,59.176,26.829,29.854,18.43,20.52,33.605,3.727,3.35,5.426,4.873,2.976
