Country,Year,CBR,CDR,NetMigrations,CNMR,TPopulation1July,TFR,NetMigrations_smooth,D_UN,D_Y_UN,D_R_UN,D_UN_alt,D_Y_UN_alt,D_R_UN_alt,N_Y,N_M1,N_M2,N_R,FAT_Y,FAT_M1,FAT_M2,FAT_R,mu_Y,mu_M1,mu_M2,mu_R,MY,nu_t,N,p_y,p_m1,p_m2
France,2015,11.711,9.094,-0.345,-0.005,64916.336,1.9266,-0.345,76.185,42.971,33.214,59.857,38.989,20.868,15832.9545,19947.576000000005,16898.019999999997,12237.7855,5.001,17.430499999999938,79.99450000000002,487.904,3.1632613851080983e-4,8.677635703339383e-4,0.004733236003420946,0.041015592901006405,0.8471214748097711,0.011711000000000001,64916.336,0.04612952133248506,0.042348026170435586,0.04575053868920202
France,2016,11.441,9.045,15.548,0.239,65086.855,1.8917,15.548,77.273,43.087,34.187,60.296,38.96,21.336,15819.469999999998,19793.333,16922.270999999997,12551.7815,4.754,16.79550000000006,78.8175,488.366,3.0025981569011646e-4,8.419820032268611e-4,0.004664303865186572,0.03990640300077167,0.8549480271968343,0.011441000000000002,65086.85549999999,0.047460396616184515,0.04534053662339763,0.047423621239411885
France,2017,11.099,9.239,102.984,1.577,65284.776,1.8587,102.984,78.1,43.066,35.034,60.99,38.929,22.061,15786.454499999998,19683.987999999998,16972.264000000003,12842.069499999994,4.73,16.378000000000043,77.94999999999993,504.129,2.9899863901888e-4,8.274503339078893e-4,0.0046063557308590524,0.04016394007496068,0.8622370629366368,0.011099,65284.776,0.04745320223714838,0.04782597802979926,0.04837958860217368
France,2018,10.947,9.234,132.925,2.029,65519.543,1.8366,132.925,78.609,42.817,35.792,61.517,38.72,22.797,15706.652000000002,19646.481,17036.672499999997,13129.737000000001,4.731,16.482999999999947,76.86099999999999,506.903,2.9968730470796977e-4,8.37381124190888e-4,0.0045286238771680655,0.03947206484126256,0.867161528825442,0.010946999999999998,65519.5425,0.05002668223393641,0.047942162069596485,0.047278515280695446
France,2019,10.826,9.264,71.972,1.095,65729.459,1.8262,71.972,79.079,42.529,36.55,62.014,38.476,23.538,15609.786499999998,19627.845499999996,17076.386,13415.440999999997,4.729,16.195499999999925,74.99250000000006,512.971,3.010826241009223e-4,8.243461004543218e-4,0.004401827880415033,0.03906940405584666,0.870008172827731,0.010826,65729.45899999999,0.05102621915256063,0.0445811678490926,0.04467756641474483
France,2020,10.56,10.084,145.593,2.209,65905.277,1.7852,145.593,79.549,42.297,37.252,62.505,38.282,24.223,15525.5055,19647.336500000005,17058.777000000002,13673.658499999998,4.315,16.017000000000053,76.923,567.303,2.764291491110401e-4,8.160345464304809e-4,0.004504641673009734,0.04228731653323958,0.8682488336268886,0.01056,65905.2775,0.04958870430674998,0.04504590618669744,0.04830296568840674
France,2021,10.627,9.899,131.465,1.989,66083.548,1.7994,131.465,79.955,42.073,37.882,62.897,38.085,24.812,15450.2315,19715.511000000002,17006.719999999998,13911.085000000001,4.47,16.125999999999976,76.85699999999997,556.715,2.8791333074468977e-4,8.207728309636256e-4,0.004505422633756216,0.04071441450728056,0.8626060973007494,0.010627000000000001,66083.5475,0.0496717729411451,0.04165164494395989,0.04651821663373102
France,2022,10.374,9.94,179.377,2.706,66277.409,1.76,179.377,80.414,41.846,38.568,63.26,37.867,25.393,15372.750999999997,19767.2735,16969.031000000003,14168.353000000003,4.752,16.82650000000001,72.20249999999999,565.016,3.075682069877076e-4,8.534650712324934e-4,0.004245527650246491,0.04061624237074246,0.8584406443306409,0.010374000000000001,66277.4085,0.049078825891055555,0.044080380253142114,0.04907199752597807
France,2023,9.616,9.273,91.862,1.383,66438.822,1.6389,91.862,80.868,41.531,39.337,63.595,37.565,26.03,15255.688999999998,19782.808999999997,16950.449999999997,14449.873999999998,4.108,14.539499999999975,71.98249999999996,525.465,2.672260807450794e-4,7.355339116444145e-4,0.004241992368332638,0.037087232369210445,0.8568272584545501,0.009616,66438.82199999999,0.04880567961687517,0.041081262933707126,0.04470868490581509
France,2024,9.557,9.343,90.527,1.36,66548.53,1.636,90.527,81.348,41.186,40.162,63.918,37.227,26.691,15113.762999999995,19794.8175,16901.7385,14738.211499999998,3.78,14.583499999999958,72.05150000000003,531.352,2.477764196687544e-4,7.371804479333527e-4,0.004250713107911592,0.03677208534828747,0.8538466444563078,0.009557,66548.5305,0.050676296682110065,0.042311323020608214,0.04800443774967576
France,2025,9.52,9.399,91.737,1.376,66650.804,1.6369,91.737,81.837,40.847,40.989,64.233,36.893,27.34,14972.222999999998,19804.097,16850.133,15024.351499999999,3.696,14.362999999999943,71.03800000000001,537.374,2.4454531938869234e-4,7.255939591259147e-4,0.004202999590840907,0.03646127618673406,0.8508407628987072,0.009519999999999999,66650.8045,0.051038646719549365,0.042409105835908685,0.04851855981324021
France,2026,9.498,9.455,88.533,1.326,66746.401,1.6374,88.533,82.205,40.428,41.777,64.463,36.492,27.971,14809.9765,19827.6195,16804.935000000005,15303.8695,3.614,14.17999999999995,69.99000000000001,543.325,2.4138032141252506e-4,7.160134592352254e-4,0.004153676413117926,0.036162958514382476,0.8475518203282045,0.009498,66746.40050000002,0.0528767064944864,0.04254232551683616,0.04852901405235161
France,2027,9.493,9.507,93.271,1.395,66838.261,1.6378,93.271,82.484,39.974,42.509,64.668,36.072,28.596,14641.408000000001,19877.800000000003,16749.179500000002,15569.874000000002,3.532,13.981999999999971,68.97700000000009,548.925,2.3848788686464155e-4,7.051779463490295e-4,0.004104568092646599,0.035868379562436804,0.8426073056374448,0.009493,66838.26150000001,0.0539271672677198,0.04174825827913935,0.04847070696474003
France,2028,9.507,9.568,92.475,1.382,66928.636,1.638,92.475,82.793,39.534,43.258,64.861,35.656,29.205,14475.336000000001,19961.834,16652.618,15838.848,3.459,13.78699999999992,67.93500000000006,555.197,2.362477707062053e-4,6.935878215899103e-4,0.004056019579944203,0.03565841316378025,0.8342228474598076,0.009507,66928.636,0.05450598412942936,0.039878575701561565,0.04903672159466096
France,2029,9.545,9.629,96.568,1.441,67018.329,1.6389,96.568,83.161,39.114,44.047,65.066,35.25,29.816,14311.829999999998,20069.07,16520.774,16116.655,3.388,13.587000000000103,66.7159999999999,561.614,2.3405328898755783e-4,6.806488822620258e-4,0.004006337021602243,0.03545800805715164,0.8231957933277427,0.009545,67018.329,0.05519400935632875,0.03880890055593087,0.050431999978621786
France,2030,9.588,9.704,95.565,1.424,67107.691,1.6372,95.565,83.504,38.693,44.811,65.299,34.854,30.445,14149.947000000002,20168.741,16401.4405,16387.562500000004,3.321,13.376999999999953,65.54200000000003,568.992,2.3204579707836108e-4,6.665480762187761e-4,0.003967247539370736,0.035304596394226964,0.8132109237755594,0.009588,67107.691,0.05597703008294507,0.03904768573989677,0.05069025449122355
France,2031,9.666,9.797,95.389,1.42,67194.855,1.6387,95.389,83.828,38.301,45.527,65.55,34.492,31.057,14000.1375,20253.581000000002,16299.512499999997,16641.624,3.266,13.178499999999985,64.49250000000006,577.377,2.3081358537950703e-4,6.534121291953714e-4,0.0039321241326333535,0.035232634505589215,0.8047718820686571,0.009666000000000001,67194.855,0.05619854556388109,0.03929729382741341,0.05060606970503616
France,2032,9.75,9.893,97.308,1.446,67281.98,1.6387,97.308,84.132,37.967,46.165,65.83,34.193,31.637,13873.114,20325.111000000004,16215.0155,16868.739,3.211,12.983500000000049,63.487499999999955,585.925,2.293548902644706e-4,6.41047131369018e-4,0.0038950551435203945,0.03520840273761743,0.7977823835746823,0.00975,67281.97950000002,0.05563962041444253,0.03909218998112,0.04986445675905956
France,2033,9.848,10.008,97.749,1.451,67369.322,1.6396,97.749,84.423,37.679,46.744,66.18,33.951,32.228,13763.9275,20392.0215,16137.7545,17075.618000000002,3.167,12.850999999999999,62.577999999999975,595.606,2.2828328232579937e-4,6.3227206975647e-4,0.00385926242253669,0.035308270523362766,0.7913759065034333,0.009848,67369.3215,0.055403021565021464,0.03870089241411815,0.04941610657825192
France,2034,9.951,10.133,102.884,1.525,67458.15,1.6406,102.884,84.793,37.458,47.335,66.624,33.775,32.849,13673.938500000002,20460.775999999998,16044.028499999999,17279.4065,3.123,12.750499999999988,61.57050000000004,606.082,2.268974462412709e-4,6.252690543701118e-4,0.003815307761683947,0.035494000861345104,0.7841358753939733,0.009951,67458.1495,0.05501758987371143,0.03818341983635597,0.050241972527621255
France,2035,10.053,10.26,102.963,1.524,67547.946,1.6411,102.963,85.336,37.358,47.977,67.155,33.694,33.461,13615.7275,20519.1655,15927.114999999998,17485.9375,3.083,12.625999999999976,60.41899999999998,616.913,2.2546539901433662e-4,6.170831448425992e-4,0.003765824773996131,0.035702210026715905,0.776206761429942,0.010053000000000001,67547.9455,0.053626449828153115,0.0373999635655803,0.05121698561701613
France,2036,10.154,10.387,101.494,1.501,67635.315,1.6426,101.494,85.853,37.232,48.621,67.577,33.571,34.006,13549.413,20602.26,15789.583000000002,17694.0595,3.032,12.481499999999983,59.10450000000003,627.895,2.2268365755704202e-4,6.082849714331698e-4,0.0037109357218805816,0.035908569386113844,0.7664005308155515,0.010154,67635.3155,0.05502198384970622,0.03679888144608028,0.05233275697494461
France,2037,10.246,10.518,104.247,1.539,67721.11,1.6441,104.247,86.495,37.199,49.297,67.985,33.507,34.478,13507.789499999999,20686.296999999995,15626.222000000003,17900.8015,2.984,12.328500000000076,57.69849999999997,639.299,2.2023094284601111e-4,5.984052235046096e-4,0.0036542130339984255,0.03613071381386505,0.755390005277407,0.010246,67721.10999999999,0.0539972427302202,0.035894724297868406,0.053527375777625195
France,2038,10.309,10.652,99.053,1.461,67801.926,1.6434,99.053,87.389,37.38,50.009,68.558,33.623,34.934,13524.9725,20740.909000000003,15441.611,18094.434000000005,2.943,12.15449999999987,56.294500000000085,650.832,2.1787428653666837e-4,5.875628683084205e-4,0.003602566250498686,0.036357701636990945,0.744500204884945,0.010308999999999999,67801.92650000002,0.05019406935457493,0.0343366153444472,0.05366709387528184
France,2039,10.35,10.8,97.646,1.439,67873.403,1.6422,97.646,88.159,37.565,50.594,69.163,33.773,35.391,13550.677,20807.715000000004,15264.684500000003,18250.326500000003,2.906,12.009999999999991,55.11299999999994,662.988,2.1486180470976928e-4,5.790488738945815e-4,0.0035691224186388286,0.036640438711705484,0.7336069578038723,0.01035,67873.40300000002,0.049770115190622306,0.03336254159714016,0.052700650163703594
France,2040,10.384,10.936,101.394,1.492,67938.904,1.643,101.394,88.761,37.762,50.999,69.85,33.978,35.872,13591.144000000002,20856.376999999997,15135.678,18355.704999999998,2.869,11.870000000000118,54.16599999999994,674.059,2.117237389689091e-4,5.704614850789775e-4,0.0035484519840550868,0.036934078960176406,0.7257098392496454,0.010384000000000001,67938.904,0.04881390182586432,0.03375302942932493,0.05091254370517842
France,2041,10.401,11.055,107.953,1.587,68002.575,1.6443,107.953,89.127,37.885,51.242,70.508,34.155,36.353,13621.926,20912.3195,15043.675000000001,18424.6545,2.82,11.724500000000035,53.358499999999935,683.863,2.0748805251419596e-4,5.621542034841447e-4,0.00352534587482635,0.03725615551132469,0.7193690302981456,0.010401,68002.57500000001,0.04951978586232354,0.0342013639523297,0.049681358212297896
France,2042,10.396,11.177,112.259,1.649,68063.86,1.6454,112.259,89.413,37.962,51.452,71.12,34.295,36.825,13641.110000000002,20971.997,14962.027,18488.726000000002,2.771,11.621499999999969,52.56550000000004,693.8,2.0342204178762973e-4,5.557250595755276e-4,0.0034941927421324936,0.03765606568090598,0.7134288165309198,0.010396,68063.86000000002,0.05028655784064576,0.03471445478345887,0.050190014720471944
France,2043,10.378,11.285,106.563,1.564,68115.786,1.6472,106.563,89.884,38.166,51.718,71.836,34.538,37.297,13691.0565,20962.157000000003,14910.120999999997,18552.451499999996,2.726,11.536000000000058,51.68799999999999,702.761,1.9983711002990223e-4,5.50066834360126e-4,0.0034546121324336592,0.03801024472968012,0.7112875359153161,0.010378,68115.786,0.04792089786534976,0.03617019586069912,0.0507136659411186
France,2044,10.326,11.371,109.08,1.6,68157.083,1.6469,109.08,90.46,38.46,52,72.526,34.839,37.688,13763.216,20926.251500000002,14859.1925,18608.422499999997,2.68,11.45799999999997,50.77100000000007,710.084,1.9574822439743784e-4,5.46604054153395e-4,0.0034051366853428003,0.038274402711684766,0.7100742576853766,0.010326,68157.08249999999,0.04590764096518045,0.03635368279304481,0.05112024954297832
France,2045,10.273,11.44,109.47,1.605,68190.955,1.649,109.47,91.123,38.773,52.35,73.034,35.103,37.931,13833.8275,20889.156499999997,14789.976500000002,18677.994,2.634,11.372999999999934,49.74400000000003,716.368,1.9137968916567173e-4,5.434800398915178e-4,0.003347692009508594,0.03849697630199444,0.7080217193068569,0.010273,68190.95449999999,0.04555128746962202,0.0364195282906979,0.05260018056314336
France,2046,10.181,11.501,107.621,1.578,68214.672,1.6467,107.621,91.79,39.082,52.709,73.408,35.336,38.072,13900.351999999999,20826.951499999996,14740.3415,18747.027499999997,2.588,11.28699999999992,48.728000000000065,721.953,1.870776543946352e-4,5.403281841466371e-4,0.0032946637880053465,0.038652598346481964,0.7077531966212147,0.010180999999999999,68214.67249999999,0.04518920073020286,0.03751604847062643,0.05304846885757405
France,2047,10.096,11.535,109.43,1.604,68229.077,1.6471,109.43,92.335,39.355,52.98,73.775,35.557,38.218,13960.779,20754.584,14719.449000000002,18794.265,2.537,11.178499999999985,47.786500000000046,725.492,1.8251336369035835e-4,5.367324161675792e-4,0.0032418855424753926,0.03869904175475286,0.7092143595843695,0.010096,68229.07699999999,0.045015502741225365,0.03823652893031382,0.05220071282337594
France,2048,10.008,11.563,107.257,1.572,68235.29,1.6481,107.257,92.683,39.573,53.111,74.151,35.767,38.385,14013.947499999998,20666.434999999998,14746.749000000002,18808.158,2.488,11.03950000000009,47.08349999999996,728.404,1.7821355097734874e-4,5.31906589888773e-4,0.003198727071916887,0.03875671647707426,0.7135603697493063,0.010008,68235.2895,0.044924434561710545,0.03910204139076007,0.050080889754501444
France,2049,9.902,11.578,105.349,1.544,68231.375,1.6465,105.349,92.887,39.739,53.148,74.494,35.95,38.545,14057.098999999998,20559.817000000003,14814.02,18800.438999999995,2.437,10.908500000000004,46.511499999999955,730.095,1.7389818250710588e-4,5.278365620388812e-4,0.0031540172006724976,0.038817995893058746,0.7205326778929987,0.009902,68231.375,0.044960731915757474,0.04021670097571223,0.0486448461711116
France,2050,9.807,11.599,107.825,1.581,68219.675,1.647,107.825,93.103,39.882,53.221,74.885,36.12,38.765,14089.688,20435.84,14892.310500000003,18801.8365,2.393,10.790500000000065,45.928499999999985,732.174,1.7023427095448358e-4,5.248344379718975e-4,0.0031003400832454652,0.03894451613603279,0.7287349333328115,0.009807,68219.675,0.045113369026212234,0.041594465292419905,0.04934214984352674
France,2051,9.71,11.603,104.645,1.534,68200.254,1.6465,104.645,93.308,39.995,53.313,75.255,36.26,38.995,14110.456000000002,20297.002,14983.5255,18809.270999999997,2.344,10.648999999999887,45.28600000000006,733.027,1.6636280377535682e-4,5.210943127368333e-4,0.003040898187020748,0.03898698938265951,0.7382137273278093,0.009710000000000002,68200.2545,0.04537368352301342,0.0426767406796098,0.04939690481540794
France,2052,9.627,11.603,110.136,1.615,68175.77,1.6475,110.136,93.448,40.062,53.386,75.501,36.345,39.156,14118.7535,20158.322000000004,15084.079500000002,18814.6155,2.299,10.505999999999972,44.664999999999964,733.538,1.6292882384523927e-4,5.176133894059809e-4,0.0029809406337647283,0.03899874694771531,0.7482805116417923,0.009627,68175.77050000001,0.04577933909942384,0.043566894759703614,0.04932473002241636
France,2053,9.565,11.607,106.042,1.556,68146.932,1.6504,106.042,93.507,40.08,53.427,75.566,36.364,39.202,14114.867000000002,20027.4655,15189.278,18815.320999999993,2.257,10.362999999999943,44.117000000000075,734.233,1.5985830477173498e-4,5.140804874532683e-4,0.002924739292178888,0.039024608289231315,0.7584223775095257,0.009564999999999999,68146.93149999999,0.04630229891275452,0.04366763487717393,0.04845842564224776
France,2054,9.49,11.609,105.658,1.551,68111.015,1.6498,105.658,93.456,40.041,53.414,75.497,36.324,39.173,14097.545500000002,19902.1565,15305.406500000003,18805.906,2.217,10.210000000000036,43.65599999999995,734.648,1.5706843004613502e-4,5.097999045361e-4,0.002874132661210095,0.03904520151423408,0.7690325668979642,0.00949,68111.0145,0.046888070566658474,0.044068276134840774,0.04758563112315105
France,2055,9.427,11.596,99.549,1.462,68067.631,1.649,99.549,93.294,39.945,53.349,75.429,36.253,39.176,14066.413500000002,19780.068000000003,15434.5595,18786.589999999997,2.172,10.028999999999996,43.20999999999992,733.892,1.5406937328203693e-4,5.039152415468141e-4,0.0028231853887709492,0.039024548990088545,0.7803087178466726,0.009427,68067.63100000001,0.04759995516180455,0.044349517284295197,0.04640765560140478
France,2056,9.379,11.602,108.286,1.592,68022.156,1.6491,108.286,93.031,39.796,53.235,75.346,36.15,39.196,14023.748,19673.384,15565.626000000002,18759.3985,2.135,9.84949999999992,42.94950000000006,734.241,1.5177998286485745e-4,4.979507653866468e-4,0.0027826838854714355,0.03908325033973702,0.7912022659650217,0.009379,68022.1565,0.04826651876464473,0.04469435146274546,0.046003341472038876
France,2057,9.357,11.591,107.794,1.586,67978.669,1.6511,107.794,92.629,39.592,53.037,75.212,36.012,39.2,13971.972500000003,19592.266,15697.693,18716.737500000003,2.098,9.657499999999914,42.77350000000001,733.427,1.4960337279306502e-4,4.908916534135619e-4,0.002747946019003669,0.039096509411002706,0.8012188585026356,0.009356999999999999,67978.66900000001,0.04892849032730021,0.043989143828560194,0.04436537395736582
France,2058,9.342,11.592,111.338,1.639,67935.849,1.6521,108.098,92.068,39.334,52.734,75.027,35.844,39.183,13912.721,19528.254999999997,15842.3985,18652.475000000002,2.067,9.497999999999934,42.80200000000002,733.139,1.4793902578894995e-4,4.847831281996648e-4,0.0027266426983888667,0.03917023466295875,0.811255204318051,0.009342000000000001,67935.8495,0.049544989141512036,0.043797497737015675,0.042718680114205924
France,2059,9.33,11.572,107.967,1.59,67892.952,1.6511,107.967,91.391,39.037,52.354,74.777,35.648,39.129,13847.711,19479.004500000003,15994.369999999999,18571.8665,2.031,9.316999999999894,42.877000000000066,731.456,1.459815085776535e-4,4.7710356096844774e-4,0.002706471497986878,0.0392149567282626,0.8211081834289836,0.00933,67892.952,0.050085132580104094,0.04325634706403582,0.04102109133506474
France,2060,9.335,11.55,109.227,1.61,67850.295,1.6508,109.227,90.745,38.734,52.011,74.471,35.43,39.041,13778.306000000002,19455.275999999998,16115.893999999998,18500.818499999998,1.998,9.13900000000001,42.96600000000001,729.574,1.442837736864959e-4,4.691718203566311e-4,0.0026863202489375957,0.039283827503282985,0.8283559688384786,0.009335000000000001,67850.2945,0.05063563984834737,0.04235350974532618,0.041296669197974215
France,2061,9.363,11.524,108.098,1.594,67810.557,1.6524,108.098,90.145,38.435,51.71,74.124,35.197,38.927,13707.0505,19418.408499999994,16244.089000000002,18441.009499999996,1.967,8.958999999999946,43.027000000000044,727.477,1.4276065577292302e-4,4.604920536722248e-4,0.0026698487840637352,0.03932134137740988,0.8365303984618516,0.009363,67810.5575,0.0511362432655729,0.043205622341390054,0.04153386137954905
France,2062,9.389,11.493,105.101,1.551,67772.616,1.6518,105.101,89.625,38.152,51.473,73.713,34.95,38.763,13635.513,19398.095999999994,16342.307,18396.7,1.937,8.783000000000015,43.027000000000044,725.136,1.413141361082751e-4,4.5230277239249645e-4,0.002648778888123553,0.039321925407608524,0.8424696423813969,0.009389,67772.616,0.05152631664758946,0.042377536983399064,0.04196353051054457
France,2063,9.419,11.469,110.387,1.63,67739.664,1.6508,110.387,89.308,37.912,51.395,73.219,34.69,38.528,13566.143,19430.3325,16352.486500000005,18390.701999999997,1.91,8.629999999999995,42.87800000000004,723.486,1.4007540457040377e-4,4.448890241598968e-4,0.0026237421681039306,0.03932694450635168,0.8415958141735354,0.009419,67739.664,0.05176264876165646,0.039969426386176884,0.044196530520690114
France,2064,9.456,11.42,109.412,1.616,67713.647,1.6494,109.412,89.018,37.688,51.33,72.672,34.429,38.243,13501.3205,19466.644,16357.316999999995,18388.365500000004,1.88,8.472499999999968,42.64250000000004,720.312,1.385802877059456e-4,4.3604503422676723e-4,0.002607707396670227,0.03916718350392498,0.8402741119630068,0.009455999999999999,67713.647,0.05185621018324823,0.03953183831434712,0.044069369070202834
France,2065,9.509,11.383,106.737,1.577,67691.804,1.6502,106.737,88.769,37.485,51.284,72.191,34.193,37.998,13441.9295,19509.492499999997,16350.17,18390.212499999994,1.857,8.347999999999956,42.48400000000004,717.846,1.3754210190032893e-4,4.288361157680778e-4,0.0025972474581253176,0.03903805370847126,0.838062291984274,0.009509,67691.8045,0.051952182701166166,0.03888516013972438,0.044116438491899376
France,2066,9.552,11.327,111.221,1.643,67677.299,1.6488,111.221,88.681,37.332,51.349,71.788,33.99,37.798,13390.523000000003,19534.548000000003,16334.015,18418.2135,1.827,8.190000000000055,42.136999999999944,714.417,1.359179870717221e-4,4.1979564563250713e-4,0.002577159748186101,0.03884767508803937,0.8361603759656991,0.009552,67677.29950000001,0.05179104804738018,0.039680535851150105,0.04575885856746429
France,2067,9.596,11.281,106.453,1.573,67669.052,1.6476,106.453,88.695,37.22,51.475,71.484,33.825,37.659,13347.7315,19539.492000000006,16322.033999999998,18459.794000000005,1.805,8.06000000000006,41.819999999999936,711.695,1.3479682608364137e-4,4.1260232896098023e-4,0.0025603013098739005,0.038640826918419635,0.8353356371803317,0.009596,67669.05150000002,0.0515601867083162,0.04012720775530619,0.046163044787335086
France,2068,9.647,11.217,104.266,1.541,67664.28,1.6481,104.266,88.848,37.156,51.692,71.377,33.718,37.659,13312.9095,19567.410000000003,16262.575499999999,18521.384999999995,1.778,7.948499999999967,41.293499999999995,707.976,1.3320615566772526e-4,4.0679153787621323e-4,0.002529923660249697,0.038352323975012925,0.8311051641479377,0.009647000000000001,67664.28,0.05138306384275864,0.03860114888455162,0.0473232588426481
France,2069,9.697,11.15,107.937,1.595,67668.109,1.6493,107.937,89.159,37.146,52.012,71.322,33.643,37.679,13288.378,19613.3685,16159.8595,18606.502999999997,1.754,7.837999999999965,40.66700000000003,704.216,1.3175181578452104e-4,4.0056399901673055e-4,0.0025006494205053824,0.03802177860888914,0.8239206590137742,0.009696999999999999,67668.109,0.050996968255511574,0.037463237248056926,0.04889185745271399
France,2070,9.743,11.094,103.395,1.528,67678.905,1.6509,103.395,89.635,37.193,52.441,71.32,33.601,37.719,13273.972000000003,19653.279,16035.847999999998,18715.806,1.734,7.753999999999905,40.01900000000012,701.353,1.3048996649553466e-4,3.9534259502644356e-4,0.0024764447982979134,0.0376939718333961,0.8159375338842948,0.009743,67678.905,0.05056767545196239,0.03710188211611884,0.050228492765484904
France,2071,9.77,11.011,111.006,1.64,67698.398,1.6507,103.903,90.266,37.293,52.973,71.461,33.607,37.853,13269.288000000002,19688.1125,15892.729499999998,18848.2675,1.707,7.6329999999999245,39.15300000000002,696.902,1.285975290591241e-4,3.8838302758536754e-4,0.0024415921128711137,0.0372360132392909,0.8072246387255253,0.00977,67698.3975,0.05003776577576032,0.03728331551442392,0.0521771534533131
France,2072,9.785,10.947,103.881,1.534,67724.514,1.6498,103.881,90.989,37.43,53.559,71.687,33.647,38.04,13272.61,19716.475,15743.509999999998,18991.918500000003,1.684,7.516500000000065,38.34349999999995,693.821,1.269095975609241e-4,3.817785986340775e-4,0.0024126440961573,0.036810863385719664,0.7984951671127826,0.009785,67724.5135,0.049544694450636806,0.03684582864596595,0.052621597790203416
France,2073,9.799,10.884,103.903,1.534,67752.34,1.6507,103.903,91.76,37.59,54.169,72.02,33.721,38.299,13281.3935,19736.0835,15595.798499999997,19139.064000000002,1.662,7.419499999999971,37.49549999999999,690.83,1.2522028448059573e-4,3.7630965981495025e-4,0.0023816480568818513,0.03637494548009986,0.7902174967997069,0.009798999999999999,67752.3395,0.04921315459329405,0.0370280188414257,0.05337297767692841
France,2074,9.802,10.823,103.229,1.523,67784.584,1.6514,103.229,92.582,37.775,54.807,72.471,33.83,38.641,13295.989500000001,19747.6,15450.148000000003,19290.847000000005,1.638,7.338500000000067,36.6155,688.01,1.2333043215683655e-4,3.718316250536773e-4,0.0023477797561952344,0.03594794395379,0.7823810488363145,0.009802,67784.58450000001,0.04878060662678182,0.037102013263117614,0.053942953403699805
France,2075,9.796,10.762,106.841,1.575,67822.261,1.6524,106.841,93.462,37.985,55.478,73.042,33.975,39.066,13316.283500000003,19751.16750000001,15305.96,19448.850000000006,1.616,7.25750000000005,35.709499999999935,685.347,1.2154040885787402e-4,3.6751301423970764e-4,0.0023112723580382484,0.03552705591413378,0.7749395067405505,0.009796,67822.26100000003,0.048293343625308814,0.03737789856802785,0.05479573980533981
France,2076,9.77,10.705,105.453,1.554,67863.936,1.6516,105.453,94.341,38.202,56.139,73.72,34.149,39.572,13340.256500000001,19746.274999999998,15173.711499999996,19603.693000000007,1.593,7.177999999999884,34.825000000000045,682.874,1.1962797277483613e-4,3.634215547004945e-4,0.0022752574813994057,0.03511127907305572,0.768434122385108,0.00977,67863.936,0.04784048717271618,0.037477530883681394,0.05472694884672488
France,2077,9.744,10.648,102.137,1.504,67905.318,1.6522,102.137,95.166,38.412,56.754,74.451,34.335,40.116,13364.8955,19730.866499999996,15062.7965,19746.759500000004,1.57,7.099500000000035,33.98849999999993,680.407,1.1768889151419239e-4,3.5953616568188356e-4,0.002239959551095982,0.034708103213001745,0.763412823253353,0.009744,67905.318,0.04760457135018367,0.03775411779609064,0.054200957516820844
France,2078,9.692,10.593,100.274,1.476,67945.204,1.65,100.274,95.957,38.612,57.344,75.196,34.522,40.675,13388.286999999998,19705.1175,14968.431499999997,19883.368000000002,1.546,7.019999999999982,33.184999999999945,678.023,1.1567617569475197e-4,3.557877197131704e-4,0.002203110159524491,0.03433591217840071,0.7596215297878837,0.009692000000000001,67945.204,0.0473779119377328,0.03812320366447153,0.05399952406287918
France,2079,9.646,10.54,100.92,1.484,67984.811,1.6499,100.92,96.707,38.8,57.907,75.958,34.708,41.251,13410.002999999997,19669.885000000006,14891.5715,20013.3515,1.522,6.93850000000009,32.4224999999999,675.672,1.1368145902459367e-4,3.521166519306515e-4,0.002166058614758661,0.03398176807872791,0.7570746600704578,0.009646,67984.811,0.04721749972823271,0.038638462205769344,0.05383416009780254
France,2080,9.59,10.494,101.625,1.494,68024.937,1.6489,101.625,97.341,38.959,58.382,76.74,34.892,41.848,13429.547,19626.557,14844.226999999999,20124.605999999996,1.501,6.866999999999962,31.783000000000015,673.708,1.1193136944115525e-4,3.4911236135849093e-4,0.002134294557159398,0.03366292747119341,0.756333726796809,0.00959,68024.93699999999,0.04704915707252245,0.03909607694656087,0.05268596652072653
France,2081,9.526,10.424,104.792,1.54,68066.815,1.6473,104.792,98.057,39.122,58.935,77.491,35.06,42.431,13445.2885,19577.3815,14789.8955,20254.249999999996,1.473,6.770999999999958,30.977999999999952,670.325,1.0968352097058822e-4,3.4499173747081353e-4,0.002086871886289529,0.03330872664041225,0.7554583078436716,0.009526,68066.8155,0.04697038923665857,0.039639532795385464,0.053983346513227094
France,2082,9.471,10.376,101.242,1.486,68108.439,1.6472,101.242,98.676,39.252,59.425,78.172,35.201,42.972,13455.923999999997,19522.1975,14758.8775,20371.4405,1.449,6.687999999999988,30.313000000000102,668.242,1.0777009359077717e-4,3.41618719541221e-4,0.0020495749953067686,0.03299268054852686,0.7560049272117035,0.009471,68108.4395,0.04704817673495835,0.03996010955808897,0.052942856127719366
