Country,Year,Revenue_Total,Expenditure_Interest,Total_Debt,Expenditure_Total,SFA,IR,Surplus,Primary_Surplus
Netherlands,1969,22.270907060188097,1.45173137973138,36.3296220252749,23.1732993840319,2.0017355749715016,4.343185995213727,-0.9023923238438023,0.5493390558875777
Netherlands,1970,25.427834497033903,1.7172669922669899,39.3801573171775,26.6318490503233,1.8465207386132008,4.726905749452249,-1.2040145532893973,0.5132524389775925
Netherlands,1971,29.697319783805902,1.91513715913716,43.049492606425105,31.223155715753,2.1434993573005094,4.863203424283385,-1.5258359319470962,0.38930122719006377
Netherlands,1972,34.155619284100396,2.03611477411478,45.9867909302368,35.0292123627599,2.0637052451521924,4.729706788253507,-0.8735930786595034,1.1625216954552764
Netherlands,1973,40.0860448400258,2.33343264143264,48.329309219631696,39.9476221360146,2.4809409934060938,5.074136712371429,0.13842270401119805,2.471855345443838
Netherlands,1974,46.609231510928396,2.8450244200244197,52.117600515762604,47.1501891138052,3.247333693254106,5.886747536769574,-0.5409576028768015,2.304066817147618
Netherlands,1975,53.639228430795,3.20180586080586,57.825201230645895,57.3338982834436,2.0129308622346898,6.143425309531463,-3.6946698526486017,-0.49286399184274154
Netherlands,1976,62.510875676821506,3.66521164021164,64.7200743988455,65.1632445901207,4.24250425490041,6.338433005347105,-2.652368913299192,1.012842726912448
Netherlands,1977,69.22285728043221,4.04249776149776,70.03420524480701,70.2547160379979,4.282272088395828,6.246126567447011,-1.0318587575656863,3.0106390039320736
Netherlands,1978,75.19639470371949,4.58689702889703,78.3496876490557,78.5570569590153,4.9548201489528765,6.549509647269318,-3.360662255295807,1.226234773601223
Netherlands,1979,81.5652350047288,5.13642246642247,87.7769511945602,85.203112340398,5.789386209835314,6.555766360460247,-3.637877335669188,1.498545130753282
Netherlands,1980,87.8180569380068,6.18318640618641,98.9290768398732,94.1540279015461,4.81615468177371,7.04420274575406,-6.335970963539296,-0.1527845573528861
Netherlands,1981,93.5625076861821,7.69438135938136,113.224386205526,101.612446527655,6.245370524179904,7.777674274506271,-8.049938841472894,-0.3555574820915339
Netherlands,1982,99.1952598179018,9.24966137566138,130.904222728563,109.685843175299,7.189253165639812,8.169319071309697,-10.490583357397199,-1.2409219817358181
Netherlands,1983,104.52394479192701,10.4840431420431,149.274919137729,113.78513708162399,9.109504119469008,8.00894189928642,-9.261192289696979,1.222850852346122
Netherlands,1984,108.11488705108,11.7379043549044,166.21013680998598,117.4298566504,7.620248072936988,7.863279660580076,-9.314969599319994,2.4229347555844054
Netherlands,1985,114.116415684259,12.739557997558,182.58832010385598,119.89621854689,10.59838043123898,7.6647298667000445,-5.779802862631001,6.959755134926999
Netherlands,1986,114.413886244585,13.129146927147,184.371516399348,122.873851622919,-6.676769082841986,7.19057326321813,-8.459965378334005,4.669181548812995
Netherlands,1987,116.731715647073,13.0655824175824,185.34947203285998,127.08943148273599,-9.379760202151004,7.086551476466896,-10.357715835662987,2.707866581919413
Netherlands,1988,119.33698360787399,13.460297517297501,197.224484181541,127.83183374440601,3.380162012148972,7.262118078713044,-8.494850136532023,4.965447380765479
Netherlands,1989,119.888348569774,13.544366707366699,210.673375805909,130.800262714321,2.5369774798209903,6.867487453991459,-10.911914144547012,2.6324525628196866
Netherlands,1990,127.052526452152,14.4763044363044,221.884736996181,139.48914898612398,-1.2252613436999695,6.871444662111104,-12.436622533971985,2.039681902332415
Netherlands,1991,141.47557568651598,15.854218966219,236.721932466607,147.83623512995598,8.476536026985997,7.145249908060092,-6.3606594434399994,9.493559522779
Netherlands,1992,145.48731289301,17.1244839234839,256.482586627807,156.384456592949,8.863510461261,7.234008165212809,-10.897143699938994,6.227340223544907
Netherlands,1993,153.702666720487,17.205477411477403,276.97019226250296,161.370536406373,12.819735948809978,6.708243876394236,-7.667869685885989,9.537607725591414
Netherlands,1994,152.8310820357,16.4785864875865,260.792790578691,163.048205858241,-26.394525506352977,5.949588420680539,-10.217123822540998,6.261462665045503
Netherlands,1995,152.021,17.633,283.915,180.812,-5.668790578690988,6.7613065379886175,-28.791000000000025,-11.158000000000026
Netherlands,1996,159.58,17.248,292.655,166.162,2.1579999999999586,6.075057675712801,-6.581999999999994,10.666000000000007
Netherlands,1997,165.801,17.185,293.873,171.721,-4.701999999999998,5.872101963062309,-5.920000000000016,11.264999999999983
Netherlands,1998,173.893,17.207,305.239,179.165,6.093999999999994,5.855250397280458,-5.271999999999991,11.93500000000001
Netherlands,1999,187.21,16.97,288.667,186.022,-15.383999999999986,5.559577904527272,1.1880000000000166,18.158000000000015
Netherlands,2000,200.529,15.549,283.043,195.393,-0.4879999999999711,5.386483387432579,5.135999999999996,20.684999999999995
Netherlands,2001,210.599,14.539,282.68,212.858,-2.622000000000014,5.136675346148818,-2.2590000000000146,12.279999999999985
Netherlands,2002,213.99,13.546000000000099,296.585,225.205,2.6899999999999693,4.79199094382344,-11.215000000000003,2.3310000000000954
Netherlands,2003,219.143,12.748,308.754,235.578,-4.265999999999963,4.298261881079623,-16.435000000000002,-3.687000000000003
Netherlands,2004,227.769,12.808,320.146,237.47,1.6910000000000025,4.148286337990763,-9.700999999999993,3.1070000000000064
Netherlands,2005,237.32,12.46,328.807,240.167,5.813999999999993,3.8919742867316787,-2.8470000000000084,9.612999999999992
Netherlands,2006,258.423,12.253,311.664,258.252,-16.972000000000037,3.726502173007266,0.17099999999999227,12.423999999999992
Netherlands,2007,267.848,12.875,313.716,269.466,0.4340000000000259,4.131051388674983,-1.617999999999995,11.257000000000005
Netherlands,2008,288.237,13.931,407.016,288.26,93.27700000000004,4.440640579377526,-0.022999999999967713,13.908000000000031
Netherlands,2009,273.028,13.249,409.588,305.176,-29.575999999999965,3.2551545885174047,-32.14799999999997,-18.898999999999965
Netherlands,2010,280.291,12.086,445.169,314.223,1.648999999999944,2.9507700420910767,-33.932000000000016,-21.846000000000018
Netherlands,2011,284.421,12.184,482.495,313.416,8.331000000000017,2.736938106651631,-28.995000000000005,-16.811000000000007
Netherlands,2012,288.342,11.454,521.193,313.598,13.44199999999995,2.3739106104726475,-25.25600000000003,-13.802000000000028
Netherlands,2013,297.383,11.176,523.389,316.425,-16.846000000000004,2.14431122444085,-19.04200000000003,-7.86600000000003
Netherlands,2014,301.973,10.309,563.083,317.186,24.480999999999995,1.9696630995301772,-15.212999999999965,-4.903999999999966
Netherlands,2015,303.955,9.371,552.422,316.389,-23.09499999999997,1.6642306729203336,-12.434000000000026,-3.0630000000000255
Netherlands,2016,317.914,8.556,551.4890000000009,316.279,0.7020000000009077,1.5488159414360758,1.634999999999991,10.19099999999999
Netherlands,2017,330.943,7.654,525.330000000001,321.059,-16.275000000000034,1.387878996679895,9.883999999999958,17.537999999999958
Netherlands,2018,345.746,7.13,513.872000000001,334.143,0.14500000000003865,1.3572421144804194,11.603000000000009,18.733000000000008
Netherlands,2019,364.103,6.446,509.72100000000097,349.318,10.634000000000015,1.2543979823769318,14.785000000000025,21.231000000000023
Netherlands,2020,360.92,5.659,562.818000000001,390.377,23.640000000000043,1.1102151961563267,-29.456999999999994,-23.797999999999995
Netherlands,2021,389.572,4.841,574.348000000002,409.171,-8.068999999998994,0.8601359586935727,-19.59899999999999,-14.757999999999988
Netherlands,2022,429.861,5.65,523.817000000001,429.746,-50.41600000000096,0.9837241533007829,0.1150000000000091,5.7650000000000095
Netherlands,2023,457.397,7.309,531.582,461.217,3.94499999999897,1.3953346302239114,-3.819999999999993,3.489000000000007
Netherlands,2024,476.215477891521,8.89195385500745,563.440884379008,490.849526878971,17.22483539155803,1.6727341887060605,-14.63404898745,-5.74209513244255
United States,1961,155.839998428344,17.85,339.175,176.549998428344,NA,NA,-20.710000000000008,-2.8600000000000065
United States,1962,168.60435303833302,19.6605,352.389,190.353353038333,-8.534999999999997,5.7965651949583545,-21.748999999999995,-2.0884999999999962
United States,1963,181.29431468608098,21.25475,363.367,199.636064686081,-7.36375000000001,6.031615629318736,-18.34175000000002,2.9129999999999825
United States,1964,187.43765116268798,22.922,376.365,210.347151162688,-9.911500000000018,6.30822281605099,-22.90950000000001,0.012499999999992184
United States,1965,202.91180233178102,24.4605,386.326,224.423552331781,-11.550749999999965,6.49914311904667,-21.511749999999978,2.9487500000000217
United States,1966,227.514951433439,26.6955,399.041,253.413951433439,-13.184000000000026,6.91009665412113,-25.899,0.7964999999999982
United States,1967,243.656480492947,29.09,420.017,283.87023049294703,-19.237750000000005,7.289977721587507,-40.21375000000003,-11.123750000000033
United States,1968,280.20273410269,32.788,441.251,313.51748410269,-12.080750000000023,7.806350695328998,-33.314750000000004,-0.5267500000000069
United States,1969,314.099258825615,36.63425,452.145,336.746758825615,-11.753500000000031,8.302360787850906,-22.647500000000036,13.986749999999965
United States,1970,318.8675,44.38325,481.58,369.65275,-21.350250000000017,9.81615410985414,-50.78525000000002,-6.402000000000022
United States,1971,339.62025,48.62075,529.71,404.565,-16.814749999999947,10.09608995390174,-64.94475,-16.323999999999998
United States,1972,388.03075,53.46375,562.617,442.50575,-21.56800000000004,10.093022597270203,-54.474999999999966,-1.0112499999999685
United States,1973,434.94425,61.98,588.981,478.22525,-16.916999999999973,11.01637526061246,-43.281000000000006,18.69899999999999
United States,1974,480.9265,69.526,621.683,537.19325,-23.564750000000004,11.804455491773078,-56.26675000000006,13.259249999999938
United States,1975,496.015,77.40325,730.744,624.709,-19.632999999999925,12.450597812711624,-128.69399999999996,-51.29074999999996
United States,1976,565.62425,86.72425,817.096,669.2655,-17.289250000000038,11.86793870356787,-103.64125000000001,-16.917000000000016
United States,1977,634.85425,95.7525,885.032,723.3305,-20.540250000000015,11.718635264399776,-88.47625000000005,7.276249999999948
United States,1978,718.9425,112.44625,975.748,800.82175,8.836750000000052,12.70533155863291,-81.87924999999996,30.56700000000005
United States,1979,812.26375,128.4595,1056.755,889.75275,3.518000000000029,13.165233236450394,-77.48900000000003,50.97049999999996
United States,1980,893.984,148.75575,1167.721,1020.8965,-15.946500000000015,14.0766544752568,-126.91249999999991,21.843250000000097
United States,1981,1025.30675,180.093,1284.086,1153.3675,-11.69575000000009,15.42260522847495,-128.0607500000001,52.03224999999989
United States,1982,1058.2855,206.165,1494.401,1277.5025,-8.902000000000044,16.055388813521834,-219.2170000000001,-13.052000000000106
United States,1983,1127.3535,227.96475,1730.171,1389.41875,-26.295250000000124,15.254590300729188,-262.0652500000001,-34.100500000000096
United States,1984,1249.8965,260.064,1989.159,1495.24625,13.638250000000198,15.03111542153926,-245.34974999999986,14.714250000000163
United States,1985,1363.87175,285.77925,2339.158,1634.745,79.12574999999993,14.366837945081311,-270.87324999999987,14.90600000000012
United States,1986,1452.3105,302.683,2626.769,1747.33,-7.408500000000004,12.939827065978443,-295.0194999999999,7.663500000000113
United States,1987,1578.22075,314.65925,2871.88,1842.17175,-18.83999999999969,11.9789463786119,-263.951,50.708249999999964
United States,1988,1693.058,333.72725,3126.7,1939.3375,8.54049999999961,11.620515132944274,-246.2795000000001,87.44774999999993
United States,1989,1836.131,362.09725,3375.67,2088.6915,-3.590499999999338,11.58081203825119,-252.56049999999982,109.53675000000015
United States,1990,1938.5055,383.32275,3662.908,2264.85375,-39.11025000000063,11.355456842641608,-326.34825000000023,56.97449999999975
United States,1991,2007.82725,408.691,4067.78,2395.23025,17.469000000000506,11.157555690724418,-387.403,21.287999999999954
United States,1992,2112.74575,417.216,4457.305,2587.54775,-85.27700000000004,10.256601881124347,-474.80200000000013,-57.586000000000126
United States,1993,2239.13375,422.74275,4819.545,2681.11075,-79.73700000000008,9.484267960123887,-441.97699999999986,-19.23424999999986
United States,1994,2405.67125,434.08025,5035.019,2773.90075,-152.75549999999976,9.006664529535465,-368.2294999999999,65.85075000000006
United States,1995,2547.03,473.006,5246.45,2905.259,-146.79800000000023,9.394324033335325,-358.2289999999998,114.77700000000016
United States,1996,2728.00075,479.3635,5477.339,3013.70525,-54.8154999999997,9.1369116259566,-285.7044999999998,193.65900000000016
United States,1997,2922.964,485.31125,5616.935,3102.86925,-40.30924999999979,8.860347150322447,-179.90525000000025,305.4059999999997
United States,1998,3117.45575,479.2885,5641.851,3202.6225,-60.25075000000061,8.53291875373313,-85.16674999999987,394.12175000000013
United States,1999,3307.666,465.6225,5653.462,3358.555,-39.27799999999888,8.253009517621079,-50.88899999999967,414.73350000000033
United States,2000,3566.11175,464.812,5419.157,3534.79275,-202.98600000000033,8.221723255590998,31.31899999999996,496.131
United States,2001,3586.92575,459.8175,5592.977,3789.122,-28.376250000000255,8.485037432943907,-202.19624999999996,257.62125000000003
United States,2002,3451.89625,452.22375,6038.233,4037.4695,-140.31725000000006,8.08556427104921,-585.5732500000004,-133.34950000000038
United States,2003,3549.06175,475.58525,6686.201,4292.3295,-95.29975000000013,7.876232169245538,-743.26775,-267.6825
United States,2004,3810.095,480.65725,8045.873,4520.60975,649.1572500000002,7.1887945037847345,-710.5147499999998,-229.85749999999985
United States,2005,4246.12275,521.517,8502.751,4833.97925,-130.97849999999926,6.481795076805215,-587.8564999999999,-66.33949999999982
United States,2006,4614.16025,560.86875,8835.025,5089.859,-143.42475000000104,6.596321002461439,-475.6987500000005,85.1699999999995
United States,2007,4840.5365,600.017,9313.482,5434.15975,-115.16624999999931,6.79134467644404,-593.6232499999996,6.393750000000409
United States,2008,4782.13025,592.30375,10811.145,5888.50975,391.28350000000046,6.359638103128347,-1106.3795,-514.07575
United States,2009,4366.332,621.5535,12501.307,6282.967,-226.47299999999905,5.7491921530975665,-1916.6349999999993,-1295.0814999999993
United States,2010,4616.73875,648.45875,14281.96,6502.361,-104.96925000000101,5.187127633934596,-1885.6222499999994,-1237.1634999999994
United States,2011,4831.06075,691.2075,15480.026,6561.82075,-532.6939999999995,4.83972437956695,-1730.7600000000002,-1039.5525000000002
United States,2012,5024.18975,703.74675,16709.229,6541.073,-287.68025000000125,4.546159999989665,-1516.8832500000008,-813.1365000000008
United States,2013,5568.9075,686.541,17568.463,6574.0595,-145.91799999999967,4.108753312316206,-1005.152,-318.611
United States,2014,5806.985,701.3555,18307.768,6745.974,-199.6840000000002,3.9921278258661554,-938.9890000000005,-237.63350000000048
United States,2015,6078.955,698.01975,19097.603,6935.5935,-66.8035000000009,3.81269715674789,-856.6385,-158.61874999999998
United States,2016,6156.7465,737.072,19989.134,7179.83575,-131.55825000000095,3.8595000639609065,-1023.08925,-286.01725
United States,2017,6551.48875,767.644,20638.232,7428.4695,-227.88274999999794,3.8403064384880308,-876.9807499999997,-109.33674999999971
United States,2018,6541.955,826.647,22010.942,7817.503,97.16199999999935,4.005415773986842,-1275.5479999999998,-448.9009999999997
United States,2019,6807.84575,883.27225,23203.514,8260.723,-260.30524999999943,4.012878004039991,-1452.8772499999995,-569.6049999999996
United States,2020,6914.11625,813.468,28088.152,10112.35125,1686.4029999999984,3.505796578914728,-3198.2349999999997,-2384.767
United States,2021,7918.1335,851.95225,29425.676,10721.8845,-1466.226999999999,3.0331374239216595,-2803.751,-1951.7987500000002
United States,2022,9204.91025,963.9695,30784.56,10164.626,399.16825000000244,3.275946829564765,-959.7157499999994,4.25375000000065
United States,2023,8975.92880695156,1216.552,33417.432,11089.0353069516,519.7654999999595,3.9518252006850183,-2113.10650000004,-896.55450000004
United States,2024,9462.55038970308,1372.01095416975,35585.77656709,11688.9156018462,-58.0206450531241,4.105674410199294,-2226.3652121431205,-854.3542579733705
